Urubu-Kaapor
lulaśhancunacta
challwacunäpa
uywaycäta
numirunwan
imapa
yanapäcunä
sasachacuycunacta
curtïnan
lamarcunaćhü
jesusninchicta
imaniyta
uyalicücuna
maycunaćhü
caśhtacunapïta
cuscäcä
maquinta
jucpacta
quilunta
jesusninchicwan
tantiayniyücunäpä
umanta
wishtucuna
lulapacücunä
uyaliyaptin
wañüśhacuna
uycamäśhanchicpï
alawaycuśhun
mujucta
isquirbishanćhü
acücunäwan
curunancunactalä
ñañan
mañacuśhuptiqui
mujunnülla
linäta
wićhalänallanpä
imallaćhü
wipyapäcula
cataläśhanta
yaćhaśhayquinü
imallacta
täcunancunacta
imayüra
atïnincuna
täpachinanpä
ćhasquipäcuśhayquicunäwan
juluycuynin
challwacunäwan
epenetocta
suynaynincunacta
micuyalcal
taytanta
paläcäta
armacücunä
aypuyal
litralla
isquirbimul
tercio
yawarnincunacta
ipanchananta
caśhtacta
eliasnü
willacuptï
lantacta
amcunapa
luncuyquita
challwacta
nunancunacta
lïgiyalcal
ulläta
walmicunapïta
cawsapäcunayquipä
ishyayal
pachäpä
sasachacuycunaćhü
niycälïman
śhamuśhanta
cushichishüniqui
alawaycunapä
alcäcunäta
lulaycunacta
masinchicta
wasićhü
janäninman
pïllan
barcuyücuna
alcuśha
alawapäcunäpä
ñacäcunäta
wayapacunä
chicaña
ćhal
fistacunaćhü
imanishac
imallanta
licayta
pasaptin
mïsancunacta
mayanniquipa
cäsucücunäta
satanaśhcäta
asutipämaptin
pampachaycamanchic
pasaśhanta
ćhasquiycälinallanpä
nishallanwan
śhamunanta
munaśhuptiqui
challwacunacta
yaśhacunäman
cacuñä
wälälunmanña
micunapä
imallapï
juntuyćhü
ñawpäninman
gïrranacünü
wañuśhanta
lulaycuśhanta
tumpäśhüniquicunapä
ticlachinanpä
malcallaman
ćhasquiycälimäśhayquita
lulachipalläman
caćhamuptin
jamuyacuycuna
yaćhapäcunanpä
lisiyalcal
paycunapï
niycunanpä
uyalichwan
micücunä
śhaycapäcuśhayquita
waytacunäta
imayquita
ćhasquiycälimänanpä
ñuñücunäpä
herodionta
muyuchinallayquipä
śhamuśhulanqui
micuyta
lulaynincunapï
awnishayquita
limayninchicta
yaćhaycaćhayal
pacaläcä
niycunayquipä
cutiyaptï
cawsaycuśhayquita
arinacta
pacacuynincunacta
capäcuśhanta
achatucuna
illaycä
yaćhaśhanchicnü
acalpuptin
apaläcupnü
cacuptin
palayta
maquincunapï
pinsaśhayquita
jambres
yaćhapacüninta
pinsaśhäpïta
mandänincunacta
aticaćhapämaptin
arrinlaycunallanpä
juccunawan
pishipaculcäśhayquita
waycayalcal
imallanman
atipaynïcuna
limäcunäpä
impidrayalcanqui
cutipämunallanpä
cacula
juchacta
uycuc
julaycamänanchicpä
śhalunlla
uywayalcal
jicutacücuna
mandacücunäman
wićhanallapä
yaycuyta
ucuy
willacuśhancunaćhü
ćhïninacuycunaćhü
limalcälinallayquipä
alcamäśhanta
yaćhachiptin
camachimäśhanchicta
ninayquipä
camaśhanta
casquishcunä
lulaśhuśhayquita
pasanancunapä
nishayquicuna
waśhanta
ñacalcächimaptin
isquirbishamannü
üructa
pasamäśhanchiccunä
librulläcunacta
isquirbïniquicuna
täpänincunäman
upyacuptin
alpamuśhancänü
limacunqui
nipäcuptiqui
sirbiyta
cambiäcunäta
mayanllayqui
juccunänü
ćhacläta
limaśhancunapï
casaracuycuna
masinchiccunaman
istimäcuyninta
masinchicwan
apaśhanta
lapyaśhuptiqui
ćhasquiñä
pudirninta
nishallanta
illayniqui
ćhäpäcul
yaćhachishäcunäta
juntupäcuśhayquita
pinsayniquita
chalapacücunäman
barcuman
juccunacta
aaronta
uycuśhanta
illayllanta
cärä
gänäluptin
mandacünincuna
watallayqui
sintiqui
yaćhapacücäta
suwacuycunapï
yaycamücunäta
yacucunäta
largunman
cayalcaptin
ñacachipämaptin
cärayquicunacta
calä
chalapacuyćhü
muyuchipuśhuptiqui
lulapäcuśhuptiqui
śhalcächimüman
juccunäwan
lazarocta
ćhäñä
cuyacuyninćhü
salomon
malcaman
michïrucunacta
muyuncäpa
micapäcunanpä
imanäśha
mandacuyta
wañucuptï
luminü
alawayta
israelcunäćhü
tawacälälinqui
imallayquiwan
uyaliptinchic
camisayquita
willacücäta
luntu
julaycamunayquipä
micuśhancuna
śhalcamunäpä
willaculcänäpä
aplacuna
ćhulälunmanlä
camacaycuśha
ćhïnïnincunacta
pulbüllacta
lulaycälinayquipä
ćhulañanqui
imaniycunayquipä
cärancuna
willacünincunacta
pasaśhäcunapïta
jalutacücuna
wañuycunaman
allaycuyal
tapunacücunä
śhaycuycuśhanta
wanupä
willcan
pablopa
pampäläliptin
ćhaclacunaćhü
munaynincunawan
aplacta
müdanallanta
yaycuptiqui
acunawan
amcunacta
camayta
papillla
uncunacta
puydïcä
jinayal
cäcunäwan
ćhïnishüniquiwan
rüdacunapï
allunü
wichäluptin
yawarwan
israelcunacta
usücälla
uycamänanchicta
limalicuśhanchiccäta
camachicuyman
willacuynincunaman
limananpä
casaracuptin
imanicuptiqui
pasanancunäta
lataśhcunacta
śhullcanwan
acunaman
licaycäliptin
puydïcunapï
lulapäcunanta
ishyaynincunapï
salbacücunäpä
imaniycunan
imallayquita
yaćhayniyücunäman
anjilcunapä
jinacuyalcaptin
tucaycuna
amcunaćhünü
supaycunä
pasananta
wasintin
cawsaśhäta
cawsayniquićhü
umachaculä
mayta
cambianacuyäcunacta
sänachipunanpä
paćhcamunäpä
lamarcunäta
uyllurcuna
willacünincunapïta
cawsaycuśhäta
cawsapäcuśhäta
tacyaycälishayquita
shiminćhü
müdananta
bïnucunacta
muyuchishanta
llapanchicpï
bïdayquita
śhamücunäćhü
palanacuycunacta
pasaśhancunäta
ampïta
juccunapä
yaćhachipäcuśhanta
rasuncäta
malcancunapï
pasinsiayninćhü
zebedeocta
imaycama
atïcä
aychacta
siñalächimäla
mandacücunäpï
yaćhachicuyninta
fistaćhü
lulayninchicta
walmipä
paninta
cäcunapä
limaycunaćhü
wicta
wañuyta
munapäcuptin
wasicunaćhü
ayllunta
chalapacuśhayquipï
yanapaycuśhayquita
puydin
lulaypä
mansibacücunäta
walmicunapï
imanipäcunan
mañacuśhayquita
intïpïta
alluncunapï
chalapacuśhanpïta
supayćhü
imallapïta
śhamuptï
śhutïta
lulayćhü
tomas
chuyanchäcänü
sirbichicuna
caśhtacunapï
cäraycul
sïlućhü
lulaśhäwan
sasachaycälishuptiqui
alejandro
cuyapäcuśhacta
juntunaculcäśhanta
gubirnänincunacta
licaycunacpä
licacunapä
nishuptiqui
cäraycamänanchicpïta
taycuycunallanpä
quiquiquipïta
tucsïcunä
camachicuycuna
sapincama
lulacun
ashiyalcal
licacuyninta
licachipänü
chutaläśhanta
ishpićhünü
pilyapäcul
licapämäśhayquinü
mañamaptiqui
camaśhancunä
liyalcal
cärayquita
chalapacütucücunapïta
näsiptï
titocta
wañuśhä
quilucta
micapäcul
cämancunacta
läducama
yaćhachishäta
timpucunäta
ulucunäman
rüjacuycunapï
evacta
maquicuna
limayniquicuna
ćhïnicünincunacta
anyaycälishacta
jaluchïcä
cuyanaculcayallaycapäcuśhayquipï
pilwaycunäpä
ćhulaycuśhanta
caćhamuptï
uyalipäcuśhayquicunäta
mandacücäta
mintacunapï
lulaśhayquita
muyuncunäta
ćhämunäta
taquiyalcaptin
sumäpa
cawsaycäćhü
ayinapä
lulaśhayquicunacta
cawsacunqui
linayquita
linlicta
atinayquipä
ishyaycuna
cuyäcä
wasincunaćhü
wasilläcuna
callpanchaycälishunayquipä
gänaśhäcunapïta
paycunactalä
uywayalcaptiqui
llapanta
abrahamta
rüjacuna
pulanchicta
wañuchipäcuśhancunapïta
yawarcunacta
olimpiacta
wasinpï
willämun
cananta
umäśhanchicta
quićhaycunayquipä
jäcullanćhü
cürrïcunä
puliyaptï
täcuyta
dioswan
jerusalenman
pishishuśhayquita
yaśhacunawan
janallanćhü
canïlacunacta
dirichüta
jitälälishuptiqui
abrahamnü
tumpalla
sirbipacü
lataśhcäta
arpapa
wardiacunä
unacaycachishunayquita
apaycunalläpä
caminaycamälanchic
tantiaśhanchicpï
uśhäcällacta
śhalcachinanpä
aticaćhapämäśhanta
librunta
aycanuypa
limaśhanmannü
puydïcunacta
munaśhanta
ćhasquïlälinquiman
papilcunä
ninacta
lulaynincunacta
śhutuycuylla
niycamänanchicta
wañüta
bïdanchicta
tawacäśhanta
cayalcäman
micula
mandayäta
caycula
callpayücunäta
cutimuptï
limaśhanta
śhalcamuyninćhü
brunsinü
shiminpïta
casaracuyćhü
marcos
yataycälinallanpä
camaśhancunapï
pasaptï
pulacuna
ishyäcunacta
niyalcaptï
irmänunchicta
ampliasta
waytanü
llaquicüluptin
aaronnü
llantuyllan
lulanäpä
śhaśhaycuna
ruydupapäcuśhuptiqui
aychacuna
atipayaptin
caćhäcunacta
bawtisacunchic
walaśhchänü
wasinman
sirbichiculcul
munäcunäta
ćhäcänü
limayninwan
caycuśhayquićhü
cäniquicunacta
nunacunäpä
chalapapäcuśhayquita
wätäman
jinaptï
siñalachicüśhacunä
räyucunä
awturidäcuna
lapincuna
sänachipäcunayquipä
cäranta
uwishcäpï
willaśhancäta
pachäpï
wichayninman
yaćhachipäcuśhacnü
jitaycuycä
alafirsa
armanta
micücä
ishpilpul
juntunacuycunaćhü
pasaśhancunacta
camachichwan
timpupï
garutillayquita
yawarta
yaćhananpä
ispiritucunaman
willayaptï
chunyäcunaćhü
curculächun
tablachacunacta
anjilcunäta
capuśhuptiqui
licapämäśhayquita
pulïcunawan
ayacuśhancunäta
chalapacücunapïta
palapäcuśhunqui
panincunacta
südaynin
quillä
yanapämäśhanchicta
wanacuna
ishpiycachimaptinchic
apaläcucuna
umripä
wancacuna
caycuśhanta
libructa
nicolasta
lulapäcunayquipä
wancacta
nishayquinü
libadüranuy
camachicuynïta
cawsaymannü
nunacunaćhü
nereocta
acunapïta
alluncunacta
wiñala
munayninpï
imaninayqui
cawsaycuymayanwan
chalälächin
atajaläśhanta
manchacuyta
tantianchic
lulïpa
licachinaccäta
caćhamänïta
aychanta
watucuycunanta
wañuyaptin
ćhulacula
licapäcunqui
tantiachimäśhallanchicta
yaćhayniyücunä
wañupacuyalcal
aristarco
quilun
juanta
salbacüluptin
romapï
wiñämul
almanwan
nishänü
sasachacuynïcunaćhü
lucas
wićhaläcunäta
lumicunapïta
cuscäpï
imaylla
mañäcäman
chutaläśhancäta
cäpï
masinchiccunapï
lisishäta
niyaptï
lulaycunäpï
awquishyayaptin
suwanü
cürripäcul
mayanniquita
türucunacta
nimänayquipä
cäcunacta
munäcä
juchachäcuyalcaptin
allpäćhü
tucachishanta
arinacunacta
ishyänincunacta
nïchucunä
uywanacuśhayqui
lichillanta
cuntramänïcunäta
muyunćhü
caycälishayquicunaćhü
cuyaśhayquita
cuyäcuna
waquinllan
chaywan
äräcä
umäśhayquita
lumipï
munayniyüpä
allinpï
acchiyninta
jucćhü
imanaculcaptin
cärayqui
quićhäcä
ćhaptï
puydïcunäta
licaycälishunqui
tutäpa
cawsäta
näsil
nasyuncäta
uyshuycunayqui
chacwaśhcunäta
willaśhuptiqui
gastucta
quïdäcunä
aylluncunacta
jasonta
atimünincunäta
awquilluyquicunapï
panincuna
punchuyquita
malcäcunaćhü
pulanpï
wamlactanü
lumipïta
janapï
cuyapämayćhü
cuyaycälishäpa
ispirituwan
griegocunäpaćhü
callpanpï
malcacunäćhü
lulaycunällaman
ućhcucunäta
maquinpïta
yawarninman
caśhanpa
tucalcaptin
maquïcunawan
lägacuycunaćhü
chalapaculcänayquipä
wañuycäcama
alcaycuptï
palapäcuśhuptiqui
ćhälul
munayta
lantacunaman
jinaycunanpä
sirbinanpä
limalcunapä
talcayalcächinanpä
cayninchicta
cacunqui
shiminta
amcunaman
willacuycunapa
pichallacta
ćhaclancunacta
moisesta
nillaptiqui
chalaśhanchicta
ćhasquiyalcal
juchanta
lulaśhäcunacta
chucarüta
tantiayninchic
cutinchaypïta
caśhtacunäpï
unchicpïta
puydïnincä
nipäcuśhuśhayquita
wacuyninta
ipincunacta
aswacta
cuyayal
nigusyanticunä
masiquita
muyülälinqui
lläwalayalcan
capäcunayquipä
ashipämal
masincunacta
talpunman
diosninchicpä
pishipaculcänäpä
imaypïta
cushiculcay
cawsaptiqui
nishunayqui
aycantinta
muyula
upacunacta
puncü
patanpïta
isquirbishancunaćhü
ucuyta
yaycaycälichishunqui
lulaśhancunä
lulapämuśhanta
challwallacta
wäćhanaculcäla
cumpañänincunaman
müdanacunapï
wañücunätä
mujuctanü
tumpamaptinchic
śhalcuyal
imaninanta
ninawan
pishimäśhancunä
uycuśhunqui
pampachänanpä
nunawan
cäraycunäpä
pachäman
uyquita
wañuchipäcunanpä
uwishnïcunacta
iñachancunacta
casamintu
canannüta
caminaycünincunacta
cawsayninpïta
cachinanpä
ispiritucunawan
micuypï
licachillapä
yaćhanallanta
gubirnadurcunäman
jaćhacuna
pacaläśhancä
intumaptinchic
licchayaptin
duyñunchicta
diosninchicman
jinaśhanta
cananchicpä
jinamaptin
ñawincuna
licayalcal
cuyuycuna
cäcäta
llumchuynin
uyaliyalcal
tumpacuyalcaptin
jinaptiqui
lägacuyal
alawanchic
illayniquita
palläcäpä
capishllayquita
lïcunäta
siñalta
lulapäcunayquita
fileto
chaynapämaptin
ishyäcunäta
janäninćhü
alcaśhanchicman
milaynincunapä
estaquista
liptin
nunacunäman
yaćhachïtucul
limayćhü
millpälälin
wañuśhanpï
willacuycunacta
omega
wawï
israelcunapä
tumshuman
näsinancama
śhalcämuśha
ćhäla
ñacachipämäśhanta
wiñapäcunanpä
cäcunäpï
imaniptin
willaśhäcä
gubirnunin
chaycunapïta
camachicuyninpï
jalutacuśhanta
ćhulculcal
cadinancuna
yaćhayächil
willacücunänü
hermogenes
imanalcuśha
uyalityayal
camachicuyninman
ishyayninchicta
caminaycunayquipä
malcapïta
mayannïta
licalimuśhanta
allaycuyninpï
sänaycachinäpä
callpä
munapaptiqui
lisiyalcämal
yaćhayta
pishipacücunäta
lulaśhanpï
yaćhapacünincunanü
paycunaman
imallayqui
nicuptiqui
malcancunaman
pachäta
jinayalcaptin
uyalïniquicuna
ninallanpä
wićhaläśhäpï
anlacuna
diosćhü
luläcunäta
chayta
alcayanchic
unanchaycuśhalla
munayniyücunäta
lulïninćhü
pinsapäcuśhayquita
upyapäcul
täpäninta
achcaćhü
intïnuy
uyalimäcunäta
yataycuyllapa
cunsintiycuśhanta
jaćhacunapï
apaycaćhaptin
gänaśhacunäta
juccunanü
pasanancunacta
jaćhacunaman
nishacnü
gänäśhacunacta
camalaycachicuptin
lantä
nunäpa
awquillücunapï
masanniquicunapïta
cänincunapï
cayniquicunacta
cäsucücunäpä
tumpänincunäta
mayña
limapayta
jalupäcuptiqui
laodiceacunäpï
lisïcunäman
shimincunaćhü
uywayllayqui
puydïnincunacta
limalicuśhancunäta
uśhalläcäta
imanta
yaćhapacünincunaman
rufocta
caćhacunäpä
śhaycaycachiptiqui
yaćhäcunäta
cunsuylaycuśha
lluypïta
mayanllacta
yaćhachinanpä
jacoboman
munaylläćhü
unyäñä
simintunta
tücäniquita
ingañacücunä
uycüluy
ñawiquita
acunäta
jaćhacunäta
imanman
llaquipayninćhü
licaycunchic
willayaptin
mansibacuycunapï
mayanpï
lamarcunäman
capäcula
nunacunäćhü
masinchiccunawan
üruyqui
eunicepï
chulincäta
bïdanta
alcaycuśhancama
masannincuna
lantacunapï
camacalcul
uywätucuśhanta
pucyupï
iñachäta
aypuycuśhanwan
amcunapacta
liprayücuna
lulaśhäta
taytäta
diospa
ipanchäcä
linlincuna
uwishnü
israelcunäwan
culibraycuna
milapäcula
ananias
llallinanpä
cuticama
uwishnïcunawan
tamshaywan
masllacta
uyquicuna
ulcunćhü
nunaman
cefas
ipanchapäcuychulluywan
alcapäcuśhäpïta
manijäcunä
ćhasquipämal
tacyaycälinqui
cuyapäcuśhayquita
siñalcunacta
awquillücunanü
lluypa
anjilnincunäpä
allinllacta
unanchaycamälanchic
pulanta
malcancunaćhü
cäraycälinqui
licaycachimänanchicpä
cayaptinchic
yataycapäcunallanpä
wañuśhacunacta
esaüpanü
yaćhachishanta
cäcällaman
nunancunawan
chaynaptin
partipï
uycunacta
jesusninchicćhü
anü
yaćhaycachinman
librupï
linanta
liyaptin
jitaycüluptin
aśhuycunapä
yaćhayächiptin
alcaycapäcuśhayquićhü
mayanllanta
asicaćhacuyniquita
jinäläliptin
juccunaman
puśhaycamuynïwan
allucunä
ćhäluptin
lluyćhü
ćhasquil
limalicunayquipä
watapäcuptin
gubirnaycunqui
ćhïnicüniquicunapä
cacuptinchic
yaćhaynï
willaycälishäta
übacta
jesusćhü
camacunacta
unancäta
imanamänayquipä
cuyuy
mañacuyta
cawsanapä
uywayniquicunapa
bancuman
cämantinta
limälunman
cänincunacta
licapäcuśhayquicunäta
imaćhü
imanapäcunanpä
