Terena
koíno
unakóvo
okôri
yonoâ
ivokínovovi
íhau
ikoseânaxova
nikê
itipánevo
ipixáxoa
ihíkaxopea
unâ
okokú
keuhépekopo
koukeâ
haháku
noixónu
kína
ikoítoponopi
aína
kouhépekoponea
opoíkovo
tiyoâ
koukóponovo
ikopovi
kamokénopi
ókopi
isukópe
kamokénonu
kalíku
itúkepoinoa
kouhépekopa
puvokóko
ovóko
kerésen
kohinóko
vitukóvo
pikokóno
okovó
ikoítoponoa
exexoâ
ponopâ
numíkuxopono
ahikúxeova
okoponova
ihaxíkopi
namukópea
puyakóponova
nzimíno
iníkonekoko
ikapí
perekáxoa
kixokóko
iméko
eopâ
yupóni
itopeâ
hokoné
yuhô
porexópa
siukoâ
keyuhópovo
kixoíxinoa
exeokonokoa
iníxo
vaheréxinokono
itavókopea
koexókexopa
kopêrau
unatípo
ekoxóvo
akexea
imaínginova
aînopi
koepékokono
nopóno
ihakópi
ahinoê
itukópono
itôkopova
koepónu
orevéxo
pahunévo
élokexea
mbikópi
motokeâ
kixovóku
inamápo
yomokóko
kuvovónu
pehukópovi
aînovi
ókopovo
veyeâ
kayukópinova
exaxoa
yumopókoko
kixévo
oxóvo
ikopóno
apeínopi
ipihóponone
pihô
ihaxíkopononu
evékopa
kohiyánavoa
ikoítopononu
auná
nikohíkopa
evóndikokono
apéne
ûtikoêku
kipóheo
nzeló
húke
pahoé
teyópi
ekehóko
koáha
iruméko
koturíko
ihíkaxea
anánekoko
itopâ
inzíkaxo
vaneú
ihúxinokono
kepíne
koyeâ
ikútixanu
puvopóvo
katatákexo
koimátaxo
uxeova
iyúkoa
exepúkopope
uhékeu
ókinovi
koyuhópovo
uxóponoa
embemínoa
konokínova
koipíhapa
kovoxeâ
ininjoâ
ikalîhuxopovo
vexópovo
mbahukópi
pepokéxovo
akea
ihunóvo
talakíxovo
numíkuxo
kapínekena
elokéko
kixopóno
itixoâ
ísukena
ípea
huléke
yexínoa
koyúseopo
íxinoa
ínukoko
koyóno
ngixoâ
ikoyuîxo
ixupáxone
seanáko
apeínoa
ekâ
koxunákopi
iyupánevo
koexépukopinokono
pahukópi
itûkovo
ákovoku
okoponovo
xaneâ
ambê
ipixoâ
kihuhévexopa
ngixokóno
ikútipasikoponovo
imoâ
yundoxeâ
komomâ
kurikóponovi
élokexopo
vonópo
ipíko
ekinoa
vexókovo
mikukóponoa
irîkuxea
êkinovea
kotuyôpinoa
itópi
kixepoâ
imaínevo
oposíkoponopi
kuvovópovo
inovi
mbihinoâ
ikapákinoa
koyonínoa
ákope
itîkovo
koitóponovo
imokóvo
inúxopo
koexépukopa
úxopa
ihomúyo
kurikónu
ekokono
yenópo
oposíkopi
ikorókovo
imaíkinovo
iotâ
ixovi
koturíkexo
ipuhíkea
humanévo
ihíkaxoponopi
katarákoa
itukóheovo
hopenóxoa
iyoyónevo
ihuínovo
yomâ
inixeâ
inoâ
opâ
ikené
iyuseîno
ihíkaxoponoa
oposíkonu
kotixónu
inuxínopi
kurikókono
pikeâ
ekova
noixóponopi
itokúxokono
ihókone
mborexópea
mbohúxinova
hunô
embémo
sipóheopono
iyópono
teyoné
hupixóponoa
itukókono
itívoa
kótu
povô
kapayásokinovopi
nemukópo
urúkeova
tonóke
iyonoâ
neixo
xopilóko
inixóponone
exókopi
ovoxókoa
epémo
itaíkoa
yexónu
vaheréxinovi
imaréko
itukópovi
yupurîrihikovo
koixómone
senoxóvo
ivokeôvo
oposíkopa
itukópovo
vekoâ
tetunôpono
perexoâ
ipíkonu
ihaxíkoponopi
ipihóponoa
itûkoa
itomíkexo
homoxóvo
iskarió
ixupáxovo
iháxokono
itaíkopi
onóne
yihoíkopa
ngoyuhóheo
orixókoko
áha
koyuyoâ
noixóne
oxokéna
kotivépi
ehevókovo
iníkonu
oposíkoa
íkokono
okopópi
urúkopovo
mokeréxo
namukeôpi
epemónu
enekóko
viko
ipuhóko
itûke
kopuhíkea
itúkepe
ítukexo
ikeróko
vekopâ
viyókeova
kapayásokopovo
hunoneâ
kouhépekopovo
hóno
ixonu
iyékivoa
kavaneâ
namukópe
kixopónoa
ihaxíkinovi
koturíhikovo
nzemekékexo
oposíkopono
ngarutútukexo
kousókinoponoa
koâ
onokóvo
isukoâ
êko
ihíxope
isomóko
okopókoko
koseánapi
akexo
enovópe
ahiú
éxone
okokono
purudén
ivatáheixo
kopí
koyuhópetikoa
yexókovo
ngoyê
ikinovi
ínamakopovi
koukóponoa
ákinovo
okotúmonexopono
katarákovi
exónu
hekópo
ominónu
xanéheixovi
ivavákokono
oposíkopononu
ikopea
mbahukóvo
yixóva
íkoko
yomo
veyopóno
koyuhópinopea
hokónu
akopono
vekeâ
vitukoâ
imaíkinovovi
ikópi
iteâ
hukinóvo
kuxoíxoa
nokoné
éyevo
ihúve
yuhoíkovi
exóke
poreú
apeínonu
hokópi
kotohínekexopa
iyukínova
kutipónu
orevéxoa
itikoâ
exepúkopea
koyuhókono
vaúko
embemópi
óxopi
ivokínevo
urúkovopi
ukena
itukínokono
ekoxóponoa
éxakoa
okovi
ínea
koyuhóheovo
áve
koyuípe
oepo
koperáxo
kotuyôpea
ikotívexo
perési
komuxónekoko
vexoâ
ipixá
ukê
koyéno
koxunákoponea
yuhoíkonu
ekeova
vaheréxinokoko
yundoxínopi
kohiyákope
ovoxé
ixéhi
vepemóvo
ngoe
ôri
kohonóko
uxópi
itîkoheinovo
exókopo
ehahíkovo
kixepóvo
ikoítukexo
ixopovo
íkenexoa
kixoíxone
noixóponoa
mapikóva
kixoíxoa
ongópo
kixoíxeokono
koukópea
kehóko
itípakovo
yutoxínovo
ipusóhovoxopi
simónu
imaíkinova
eombâ
enengópi
itepónoa
pikoâ
koyenópo
koepékopovo
ikoponoa
puinónu
imuyúko
ítukeu
ipíkovi
kayukópinovo
ipúhokovo
kurikópa
pahúkotihikokonokoâ
ekoxóva
ixupáxoa
yutoxóvo
úhi
noixópono
neivókoxo
kounátikopovi
apeínovi
anavókoxova
vekónu
kotuyôpinovi
ihakú
uxova
ikítixapovo
kirikópo
mopoíxo
ngoitóponovo
eópo
veyopópi
epemínoa
koyuhóponea
ipixáxo
okoponoa
evondíkokono
kirikópa
ítukexoa
indeóvo
yuvópi
ivatákopono
simô
koekú
yoneá
hepóko
itîkoheovo
ihâro
koyenoâ
nípa
évi
kurikópono
ovóheixea
yepemínovi
matâ
ihíkaxokono
inuxínovi
koexépoe
kanâmkoa
aînonu
jesusinúxo
komomóponea
kotitínoe
itôkopovo
kopúhikopea
mborexókonoa
isímopi
kristukuteâ
ikútixapovo
uxokena
ixinovopi
itúkeovokoa
koitóvopi
kotiveâ
simohíkoa
itíve
kapayásokovo
kopuhíkoponea
kotitínoa
hixepókono
itohíneheo
kuveóvo
exepúhiko
kaxunákoponoa
kalíso
íkopinoa
kohépi
aúna
kousókopono
vahíkovo
koepékexea
íhomuyoxoa
koitóvovi
kamokénovi
hokéxokena
hákoxovo
jesuskuteâ
inoné
kuxokóno
kopúhikopa
inonoa
yokopâ
keâ
kixokóno
kotuyôpinovea
noinjópono
iyoyókovope
ekono
ivatáhiko
yutoxínopea
orópi
koyuhóheo
noiméxopa
enekoâ
ivohíkovo
ipuxóvoku
kiteâ
itúkeinoa
kohíhi
ominópi
kaxunákovo
ingoítoponoa
ikopóva
oposíkinoa
ovea
ikena
îyea
kaunáko
itukínovi
exókovo
vaukéxo
ókinoa
énovokena
kexépukinoa
kamokénoyea
yixóvo
yonóheo
ikovi
ipará
ipokoâ
itukínopi
oméxo
koyúseovo
ixî
koepékexo
keyuhoâ
hiyokéxo
kixone
koyuhónu
semekékexo
indeôva
koexépukoa
xene
uháhi
sipóheo
îre
ekopi
eyo
kurivókoxopovo
kotohíneo
indukoâ
keyînu
yupihóva
yainóvo
ehakínova
ngonóko
noinjoâ
ikeínoxo
ihaxíkoa
vitukópi
kutipópi
itunoêvo
ókopa
ariné
irihíkopovo
ikoítoponovi
metokeâ
isukóko
koxunákonu
itikónu
ikopoinoa
noixo
elokeâ
ipâra
itukópinopi
njaré
okopâ
kixopóvo
éxopinoa
kixoné
kohiyána
veyopeâ
ipusóko
ngoyuhópoinopi
váku
pentekós
koexépukopo
konokínovo
kuxopóne
vaherévoko
ókoponovo
íkovo
koperáxino
inovea
inuxínoa
ukeá
ivokínova
koyuhópoinoa
nzimô
vukopeâ
óxoponopi
pepokéxo
ehehékope
itavókea
hokopâ
koiníko
vaheréxo
iháko
éxopinovea
kuvovóne
yuhoíkovoku
koyépo
ixikoâ
ihókopova
evékoa
noivókoxopi
pípi
ngoxunákovo
ikutíxa
vipíhoa
yonóheixoa
yutoxoâ
ihókovo
nikaxóvo
isoneû
hekoâ
mbikoâ
uxópovo
kapayásokinovokoko
mborexoâ
veyopâ
exoa
indoâ
itixópa
ovohévexo
ipóvo
inixókono
noivókoxoa
óxoa
exopa
eherúko
kuxoíxopa
okovóxinovi
xunáko
kasâtuxo
ikinokonoa
yutoxínoa
itopónu
katávoko
kanê
kohiyákoa
itukópa
kayápae
sipurákine
viteóva
haxâ
vokópo
eyekoû
kapayásokinovo
yexexî
orópeu
koitóvonu
nikokóno
exexeâ
pivoâ
yurúkovo
eyekóxea
yexókoa
turixóvo
uxeâ
yoneâ
hoenáxovope
yonô
ikopovo
hepokókono
ekoxópono
ikaxúne
nguvóvo
apéyea
keyê
yoréko
iyókeova
ukopeâ
opósiu
homomóhi
itumúko
hixopâ
itukeôvo
enu
sipóhea
ngutipoâ
ókopoinoa
ínakoa
hononóhi
moyóni
ngoyúkoponoa
vaheréxinopi
iháxikoponoa
kohiúpo
itúkeino
otoyóko
okotúmonexopa
ngáyui
orevéxopi
xururúko
iyonópopi
kamoâ
ihaxíkovi
koyuhóponoa
tikó
okinonu
kohíhikena
iyonópa
imoné
ukonokoâ
teinoâ
ikinopi
itopónovo
viyopâ
exeâ
yuvorókea
éfezukuteâ
viyonoâ
ikanónea
kuxeâ
katârae
eyekóxoa
kopópo
itukóheo
rómakoa
mbohúxovo
yaúna
simópi
pikoné
ngoê
vepemoâ
tokopóvo
namukoâ
itukópinoa
sipóheoponea
vipuhíkea
puyakóva
indukópovo
okópokena
iníngo
hímaka
teinónu
iteôva
koinópo
ipupákino
ikokono
haxakeôvo
ikopono
kixinoâ
ikoyénoxopovokoko
itíxo
ipô
isukóponoa
ulaláke
kapíne
aukópinovopi
ohíkopi
aînoa
ikorókonu
yuixóva
mbahukínopi
kixôa
itavóko
imbihóponovo
ipíhonu
ihíkauvo
isoé
kuxopónu
omixóne
porexónu
ipixéneneo
komomópono
isayúnevo
yoposíko
ópixo
apurúnonea
tetukéxokono
ngoinoâ
vinixoâ
ákopono
ánja
neixoâ
kurikópi
ohoné
ikoyénoxovo
vihuínovo
nzokópi
koino
yuhoíkoa
iképi
kixeókono
koyenópa
keitóponovo
tunukúxovo
nenê
ihíkaxovo
evo
okovóxinovea
aînonoa
okinoa
yumopeôkoko
ixoponovo
ekinonu
yuvónu
vepemópi
ixinovi
ixova
kotíxo
koyuhópoinovi
ipihópokono
koitóva
evónevo
hiyáhi
kamahúpikoa
ihíkaxopi
vono
ea
turixoâ
itukeâ
kóyui
vomâ
unatípea
hupixoâ
iyókovo
haxakeôvokoko
konokínovovi
noixópi
ehakóvo
yukî
koseánakoko
uxóvoku
yepemoâ
natixóku
ovâ
itihukinóvo
haxakínovo
óxopa
noixóheixoa
katarákinoa
enjókopea
ngohiyána
iromíkea
tetoé
kirikópokono
nikóhea
iyô
exetína
kamokénopono
okopópovo
veyopóvo
ikoítoponokono
yonopâ
inákoa
noivókoxinokono
iyókexo
venóyeova
ngixopâ
ihíkaxovi
omómikoku
kamokénoponoa
élokexo
yuvorókoa
ikoseânaxovo
ipíhoa
veyoâ
koyenókoko
itikópinoa
perexónu
pohúne
isukópi
puvópi
haxakoâ
ivatákoa
vimoâ
pevó
kóhiyanavou
ahuxúkinova
komomóponoa
kixénu
onínova
ihaxíkokono
mbuvokóno
oixovi
vekokú
ivavákoa
uxínova
ihaxíkoponoa
opê
pahúkenavo
urápi
motová
yonómbo
ihíhauvo
hepokoâ
yuixóvo
ikotívexoa
kuxópo
hupiú
ngousókoa
timó
sasedó
íxoku
kamónu
êkinoa
yuvâ
koturíhikoa
itokúxo
apépo
itûkoheovo
haxakeâ
ikítixa
éxopea
inixóne
poûlukoa
yunzoíkokono
itukóheyea
êkinovi
koyuhôa
iyukóvo
ihókopovo
evékinoa
kohihíke
komomópovo
ikohíhiu
avekópe
omombíno
ipíhone
vanê
naû
ombosíkoa
ipuyúkexinoa
imatáko
hararáhi
okóku
kovó
yukureâ
isukópo
kehiyána
veyopókono
kayumáko
itúkeinonu
vitoâ
mohî
pohúxovo
voposíko
mbihô
pehúko
ihíxoa
unatípinokoko
exóne
ivokóponovo
koxunákoa
kuxoné
ikaxáhevexoa
iríkuxo
kutipeâ
ínamakopo
ivatákoku
kivovâ
ikokókono
koxunákovi
itukínopea
ungopeâ
urúkeovo
ongopâ
íparaxokono
iváxoa
kousókinovea
pahuhíkopo
itípakinovokoko
iyuyô
koyuvôrixovo
koinoâ
kepéko
okonúko
nikopâ
kokínae
éxopo
ombosíko
exínoa
ekovo
opeînonu
evókovo
iyonópovi
ihonópo
iteóvo
keukóponoa
kavanéku
haxaé
ixokono
haukóponoa
iyonópi
yuinjóvo
rú
kayukópinokonoa
ipuné
óxonu
simoâ
omótokena
noivókoe
yuhoíkovo
evótikokono
eyékoxoponoa
kazaméntukuteâ
iseópo
êno
ngavanévo
koxunákovo
okovopi
iyonóponu
ituké
vaherévokotikoa
omópi
evesékoa
kapayásokopa
enekópi
koyeônu
pohúxinova
kuxónu
yeopâ
ókope
haxakópa
kotuyôpo
namukókono
enovâ
itopónoa
itokúxea
exepúkopinoa
étaka
exókoa
ihókova
xanéheixo
kenokoâ
teyoâ
yurumúkovo
uxoponoa
yepemínoa
noâ
ixoponoa
ipusónoneopi
ngoyonoâ
itô
ngonokoâ
ákokono
úkoa
okopeôkoko
ikoínoxo
xunakó
kouhépekopea
koxunákea
inumópi
kamokénoa
áhikovo
keukóponovo
oropúkuxoa
ikopí
inixépovo
ovokóvo
vaheréxinoa
yumópokena
kexunákovo
ngoyuhoâ
ókinonoa
moyéno
muyô
itukínonu
kuruhúxokono
nikeâ
nzopenókexoa
ikútipasikoponovovi
pahapé
epemóponoa
koepékopi
hirikoâ
ihaxíkopono
kuruhúxone
okotúmonexoa
namukópa
ókopova
tetúnoe
koepékexoponoa
hexakínoa
ihúxo
íxoa
yumopâ
iháxeokono
ovóheixo
orevéxea
ihopúne
hoenáxokono
exovo
apénekoko
epemóvo
anavókoxopova
tarakoní
namukeôkono
kixovóko
upéno
iháxone
ínekoko
koyúkoa
yukopóno
haxakínova
kopoéheve
ihókoa
mbuvâ
ítoponovo
óvokuke
iyákapa
síkoane
exépukopone
itukóvotiye
pihópea
tamúku
vanéxopea
uxinoa
yuhoíkoa
kousókoati
imokóvo
vaúkoane
ivákapu
inixína
ikinoane
ûrukea
óvaku
koyonoâ
eyékou
itukâ
ikovotine
puvópiti
ixómone
ipuhíkopeane
natixáne
kuxóne
kuríkeopi
okínoaku
ahinoêti
ípikeovi
níkeako
tokópane
ípihoa
imátaxeovo
namukóne
umokea
áhikoa
váherevoko
éhahikeovo
onea
ngoítoponeova
moyóniti
mikukópane
ukóponea
kahakoâ
opósikone
xapákuke
okinoa
úhepeyea
ínikene
kamotí
okoponeova
anépoa
koítoponeovo
naínjapana
kixínone
koímataxea
kôreta
énoyeova
avekoâti
ixova
ivokóvone
kamópiti
kóyenoyea
koépekea
ponópea
ápostulu
seapáne
seápa
kéxepoeno
ngetókea
éxanu
omâti
kayukápapune
ánjuna
ipóvoti
onokóvoti
káyukopovone
ikenati
ipuhíkapeane
ínixone
ákane
indúkoa
eyea
páhapetea
kurúhuxea
porexópoti
kousókone
uxone
kuruhúxovoti
pihópone
pahúkea
kúxeyea
áhikovone
véyoku
ísimone
kónokeovo
ómomikopoku
ímaxapa
mbahukápa
oenoa
noixoâne
mbúvea
injá
koúsokovone
itukópinoati
kopúhikopa
omotí
isúkea
pihotíne
sinâgoga
inuxínoviti
íkameokonoa
paréxakana
natixókuti
kuríkeonu
ipixáxoti
vanéxoti
iháxikinoa
ivátakoku
marékea
íteovo
énjokea
ipúyukexoponea
iyúpaxeova
yútoeke
okovonu
kuríkoa
pihópeane
oninoake
ayákukuyea
píheane
ipuxóvokuti
ekea
okeovi
ivakápu
exóponoane
ekeovo
yékoteno
ipúhikapea
poréxone
íngoitoponea
ikálisokeovo
omópokono
kapáhakenavoti
koitóvoti
aukópovone
kayumákapune
ómevoti
vanáne
naíxane
ixinokonoke
ikopóva
aínovone
okoane
yúhoikoane
iyúkapu
pahapéti
epemópati
épema
haxakínovoti
nonéti
ôvane
poréxoake
yuíxeova
mómiti
akaúti
sándu
ovotí
sâramu
ikútipasikeova
itopeâti
inuxópotine
ngoyúhoinoane
ipúhikopinoke
omopâne
kéyonoyi
iyónopokonoku
ipúpakino
turíxovone
aeti
oxoponea
uxovane
ahíkovotine
hiyokéxoti
koévesekea
hokotí
ikoítoponopiti
okoyóninonoa
ehakópovoti
úxeovo
itápu
aríxakaka
yonoti
múxone
namúkoane
iyónopa
pikó
ikútixapovoti
xánea
púva
motokeâti
evésekinoane
kóyenopeokoko
namúkeane
koexépoeti
kâsatuxone
simóne
ihíkaxoa
huveó
mbátitapihopóne
íhaene
sadúseu
exína
ikapeapa
émoketi
ûrukapa
pítivokona
nonékuke
kixókokoku
eane
koúsokone
iyupáxovati
íyokexea
ukopeâne
xanepoâ
vaukó
koyenókokoti
okovati
íkaraka
evesékopeane
íteokono
kóyuseopea
úxoane
enjókoati
éxopokokoti
aînovone
akapana
éxina
nikoâti
ikopeova
ukea
eyékoxone
xanépoane
seópea
puvónu
koépekeokono
akútipasea
símeaku
ngerêku
hónoti
íkoitoponeokono
yupíhova
irîkuxoti
kaepékanu
noixoâtine
ipíhea
oxeake
éfezuikénepoke
exókoviti
xanépoti
oxokúxo
ínikoa
yuvâti
iyóvotine
ainôvotine
téya
kúxone
ikútipasikovoviti
ixómoyea
noixóne
yexókoati
isukínoa
kixópane
vatékena
enekoâti
omopâti
itukópati
veínopike
naixánu
opósikea
kapayásokinovokokoti
kíxeovoneye
kíxovokoxoane
nípati
hepokoâ
ndémoniu
ngovenâdo
ovónje
xanepoâtine
úheti
iyoyókovoti
yaíkexone
okeova
vekópoku
koúkoponea
hokóponu
ínixoa
koépekexone
yakutípasea
ivávakoa
omonéti
veyóne
íhaxone
kópuhikopeane
hokópea
pihinoâ
píkoa
ivátakea
ovópoku
óxokuxone
íkoa
puvónuti
kutipónutine
akone
ipihéponoa
ipúhikopone
íkovoti
itúkeane
kurikápa
itúkovokene
uséxone
itóvoku
ihíkaxoati
ísukenati
vekóne
pahúkopokonoku
váxikita
exeâti
tumúneke
exinoane
motókea
ahíkuxeovo
úxane
okoponea
ínzikau
eháne
tétoe
noivókoeti
ixínoa
okeokonoa
omótovopi
ahúkoti
hoénaxovope
kúxoixopone
imókovo
púvea
itóponone
pihínoane
njeruzálemápe
ómane
veyopeâ
hókone
vaúkexone
kixókonoku
vikopóvane
exeane
ínixapana
tôpi
éxeane
kutípeane
isóneuke
húpiu
koyúhopoinoa
okópeokoko
uxínovoti
kóxunakea
póneovo
yónoheixoku
koepékoti
pihopóne
okopea
ipuyúkexinoa
okopa
úxinovo
jesuskamoáne
isóneuti
páhoeukopeâne
víkopeova
ixinapa
pahukákana
itávokea
koperáxinoti
nekôyo
inuxínoa
kousókovotine
omoné
noívongoepone
íkoati
inixópovoti
kohínokinoaku
kotúti
ítukeinoa
ixinoane
itukínoati
yuhoíkoane
pahúkoane
kameáne
kutipáseati
itípakovoti
kalivóno
ókinoati
mokéxa
namúkone
íkoinoxo
éxone
orásauna
oti
haxákeovokokone
kixópea
aupíxoa
káxe
itûkoheovoti
omínoane
oxope
hepókoane
koyónoti
ivatákokuti
kotúyopinoa
péhoenoa
íkoitoponea
nikotí
vatékexea
kohíyakea
íxoati
epemoâti
itûkovoti
eópone
tokopâne
ainoake
ikoponea
ikovope
itúkinokonoke
yúpuririkeovo
koyonoâti
seopâne
katarákinoati
píkea
kixóponoane
ahínoe
kousókopinoa
énjokoane
iháxikoane
tokópone
ipúhikea
âvoti
pahuká
pahúkinokono
ikeínoxoati
ovâti
ínixeokono
ihákoti
ixone
homoêhou
injíkopa
inuxínoti
nzúpiu
kópuhikeane
inúxinoa
exoa
imatáxovone
isúkoti
ponopâ
ipíhoane
ikinoakene
inonéxinovo
haxâti
hékere
êskiriba
itixópa
ínixopeane
kapási
koyúhonemeku
tetukoâ
vanéxea
aînoati
váherexinoa
sikákana
urúkovane
unátipo
óxoa
okoake
kixokóko
yuixóvati
ókovati
malíkanu
ikeake
akútiponu
numíkuxoti
koítovone
ipíha
ivókovone
eyékoxeopike
pahukína
kutipópiti
eopâ
iyókovati
kápana
xunáko
vekópino
noixópane
simoáne
mbáhoenoa
kohínokoa
ndémoniupihopóne
tutíye
pihinoâti
ixeovo
itúkovoke
puyakóponovati
payásoko
kuruhúxoa
ikeonu
exone
elóketi
ikéneke
veyópoinoa
xuvé
apásika
kurúhuxoane
noixeâti
ikutíxati
namukópane
kayápae
exoâtine
evésekea
yupihóvatine
ketókeonu
komítiti
kóyene
ikútixati
íteova
tiûketina
níkeaku
puyákovane
íneako
okóyuhoa
úhepetinoa
akútipokono
turíxeovone
áhikinovo
péti
ixopoti
kûrihikoane
koyuí
kuríkopane
ekoxóponoa
kohinókinoa
úxovoku
ómea
kuxoâti
épemea
haxakéxokokoa
ukeáne
omá
ómomikopone
ikopovoti
hákane
porófeta
koéneye
kixókokone
ikopovo
vaúkexea
koperáxo
omínoake
ipúsokea
ákuke
haxakínovati
ahikúxopeovone
kayúmakopinoane
kuríkopinoane
okópinoa
ínzaxea
itúyopone
ómomikopea
pahukópo
évekoa
kíxoixoa
opone
pahákuke
kouséxinoa
yonópeane
mbarexâ
kutípeonu
pahoéti
koyúhoinoane
yumopókoko
épemovi
omopókonone
ikoítoponoati
inixâ
namúkane
koxunákovo
pikotí
ixanú
yuíxeovo
óvoheixoku
ítoane
koyúhone
ítixokono
véyeaku
énjoane
kuvóvoti
angútipasea
uhoróxoti
ikapu
ipihápanane
kurikóponoati
kéxepoe
seopóne
íkutixapeovo
kopúhikopati
ixeovi
exoâne
inúmeokoko
épeka
síka
ímaikinova
yumopâti
kuxotíne
imókea
ixoane
noíxopeonu
ókexoa
ûrukopovane
ikoti
íkutixane
nguteâti
kotíxoti
omópane
ngixoá
iháxakoku
éxeopi
íxoti
ípovoxoa
orevéxoati
íhikaxea
íhikeu
njántaxea
ítikeinoa
inuxópinoa
ipúyukexo
exéxopokonone
éxeonu
inúxopinoa
ipúhokovoti
kutípone
yumópeokoko
okoyúhoa
inoati
koúsokoane
yuhoíkoponoti
ivokóvotine
yuíxovone
nikôti
ínzikaxea
éxokovope
akútipea
kurikánu
itunoêvoti
áxunapone
téyone
porekéxoa
kamoáne
pôrekexoane
ákoponoati
ôvoheixoane
ixopeovo
tutíkuke
koépekeonu
iyúpaxovo
ixoponoa
ngíxoaneye
ípihone
kátavokopea
itukóvoiko
axénaheixa
uxeova
izaraelíta
ípihokonone
ivókinova
tikóti
úti
ainópovone
epémoti
ainóvotine
haxakeôvokokoti
púvone
kúxoixea
visúkane
úkeane
kixónuneye
itúkopeovo
namukoâ
koyeâti
openo
ixépa
húndaruna
akámokeno
koíteovokono
ipihíkapi
ivókeovo
kamokénoa
itúkeinoati
áhikovo
exókovoti
usó
kamokénoati
akea
épemone
koperáxoti
okoponeovo
ipóvotine
ukóponone
ixoponea
kixopóno
kapáhakinovo
épeminoake
inuxínoati
namukópono
okone
uké
koxunákovoti
ipúhikopeane
ípovoxeakemeku
itukápa
kurúhuxone
íyokeova
ikotívexoati
imókerexova
ángoane
karósa
itine
evékinoati
kuruhúxanu
váherexea
koépekoa
pahúkeovi
isóneunoa
hupiúti
íhaxopea
omópoti
samarítanu
inepone
okópea
kuríkopea
íngopinevo
kúxoti
isukókoti
káyuixea
poréxoane
epemínoa
pángu
kuvovâti
haxákokoa
eápe
vanexeâti
eyékoxeaku
omókonone
íhaxopeovo
akútipoa
ominoâti
pahúkoku
kitipásea
ivokínevoti
onovo
inámati
ítone
íkoitoponoa
yumopâ
ipúsononeyea
oxotí
teyonéti
úhepepone
éxoane
enékea
itíxoti
komomâ
xanépeonu
iyúpaxova
pahúkapu
áhati
ngameâti
úxoati
itátane
kutípeokono
úkopane
ipuyúkexo
akoti
noixeâne
yumaxápu
koúsokeane
onevo
simínoti
íngoroixinova
xanéna
ainóvot
ârunoe
kóyeino
inúkuke
poéhapeane
ínikea
jesusoxúnoekene
elókeko
kixóponone
njanépea
kavaneâti
itukóheoti
ákotihiko
ihaxíhikopa
yusikóneikopo
ovitiikénepoke
okoanehiko
éxoti
perexoâti
viyápananoe
motókeyea
enambápune
kousókoati
ukínoa
inoatihiko
kixovókoxoako
úxopa
níkoa
énomonehiko
éxotine
kavátakopa
índukene
iparaxeokonoane
irikea
kixopónuiko
kíxone
ikorókovo
ímoaku
natixáne
yonóne
ixopinova
itínenoe
akapane
kátavokea
kixovókoxopako
yakútipoa
yíhaikinanu
koehíko
veyópovi
ípihinoa
kixóponu
îrihikovone
okovóxinoveati
hokopâti
ngúxoa
yíxapu
eopâti
ikonehiko
koatíhiko
ivókinovoke
vóvoheixokune
ínixene
éxokopovo
oxovi
aínovonoe
ekóxoponoane
yahíkuxapipa
yúnae
yekotíxotinehiko
