Apurinã 
txĩkitakak
ĩtoãkar
otakanap
hĩposotapitik
kiomãtxipek
himarotapanik
hãuikaik
hinirekaik
mapaxit
okapanik
hĩkenakotapek
aãuirit
tãpanet
itaõkit
mẽkorĩkak
pisikat
hĩxinikat
maõkanap
iposopek
eremãk
hĩkarot
kerokapanik
okapek
xanak
hĩkĩpitat
oerekat
napotiinãtapanik
oxipok
kamim
kaneenam
imaromaxiret
auarinikenakopiret
auiritapitik
xipokak
pĩpinanakak
aõtãkik
imioak
piĩkitxit
ninikaik
hĩtikapiikam
isãpiretapek
mim
nimereẽpek
niamonĩk
inirekat
ipoiãotak
naiatapek
atxapeerek
opakauanak
pokĩkaãtak
oanik
pikĩpit
õpirĩk
ãsok
auikapik
aaõkit
iãtapapik
takaõtxik
morõk
ixikarenãt
maãkat
imaiamat
ĩkapanihãpakapapek
itikapik
ikenakoenet
pĩkat
kitxakariãpotak
ixanak
namanaãpek
maãpiãkat
txam
itikat
amonitak
amanaãk
akĩpit
oerekanãt
niomaãtaik
hĩposot
iãtak
osãpiretapik
papokapitik
hĩkaxipok
maiãtap
ĩroaĩtot
patim
ipĩkapiret
apokaerekatat
nikerokat
napat
tireẽk
kenakoenet
ĩpirixitiãpot
kĩpitak
akenakopiret
papakapapiretat
hãpakapapek
otot
niõkatsopaarit
omokaiak
itiãk
paniãtaik
hãpotiiãpot
nirekat
porikitak
nikamaenet
notamonik
atamatapek
hiĩkitetat
isikanireõt
tirinak
hĩkenakotapiikam
amaãkat
eenet
xikaret
hĩkenakotapitik
okaratxir
atak
himakatxakat
imaãkat
pimin
txiapatak
nimisiritapitik
teosomonik
ixinikaik
erekapanik
nikenakopiret
okaãpot
poparĩk
himaxinĩkaretapek
amisirienet
atamanãt
kamapek
poiãotak
ninapapek
kamapitik
pirenaerek
auikaãpot
ixipokapanik
natap
hãtatsopatapanik
panikin
masãkiret
toreãtaãpek
ikapatak
uaiik
nitaãpot
nirekakitininirek
inĩkatak
aĩtik
pimarotat
sipikapiret
sãkiretak
kauan
iãtapanãtapik
piãtap
kenakotapitik
mẽkok
ãkitak
nitxat
xipokat
uãkatat
osãpiret
aiat
nirekapitikam
misãkirepiretak
oiapirik
õtãkikak
iposotaik
pikitsorãkit
hanikat
nikak
komokaãtak
aimarotapek
nitanãt
papaãt
apoiãpot
makatxakaãpot
txapik
oxirat
napapek
ikoket
nimisãkiretapik
sauak
apakapat
kaposotiireik
potorikak
hõerekapanik
xerosareẽmonik
hãkirit
nimaãkat
ixikatxit
pikosek
pirenanit
imipotorik
inoãkapek
naõkitapanik
koriãk
himokaiak
maãkatat
hĩxinikapiret
iotokakat
oposotaik
hãtamatat
kamanãt
iãpotak
apokaik
maiamat
atamatoõtak
txapek
ixinikapanik
iãtapanãt
parok
aãuikapiretapitik
kamapiretak
hanikaik
inĩkitaãk
apiananitak
hinaiat
kitsotak
hĩkaxirikat
atemonik
aãpokaerekat
isãpireãpot
oõerek
misãkiretikonimisãkiret
ikarokirau
makananitapitik
nimakatxakapek
tximak
hĩxinikanãt
imaroãpot
amonĩkak
ikixat
irikak
oposot
isikapek
sãkireninirek
pinirekat
nipimaãpek
ipotet
minam
oiatiĩkaãpot
miteẽk
okaĩtot
patatsiit
xipokapiret
apokapitik
akirinãt
matameẽk
apisapanikamasãpiret
xipoãk
takauãkat
inirekam
aõkapek
amotat
opaxit
nikenakot
inok
kasak
kiĩkitepek
anirekapitik
sauaãkat
hĩpotxit
imaxinĩkit
himĩteenekat
apoom
kamaerekatak
auikapanik
kãkitimonierek
nitaponet
xiketak
maxinik
moiaãk
akirikat
kamaerekaxiniretak
pimaĩkaik
imaxinĩkaret
narok
miparĩkatak
itikanãt
pisãpiretapek
atamataik
popitarinatamat
omaxinĩkaret
imisãkiretapik
naõkitapek
aimaroãpot
ipomakit
ominapat
himaroãpot
aõkitapek
takanapapek
matsorãk
mixinit
oxinik
aãtamatapek
auãkitak
katik
aimarotaik
aritoõt
kiomanetak
kãiatak
iorot
pikenakotapitik
ipaxitaik
homitikapek
pimisirienet
niposotapek
omaĩk
amisãkiret
ãpok
iriãk
nirekapitik
atakanapapek
sikakienat
akenakotapek
hĩkitak
nipotorikinimonik
kitak
inirekapitik
papatak
kenakotapek
matakanap
itsotakakĩpit
misirienetak
omanataik
pimaãkataik
patapar
iokanatsopat
hiĩkitetapanik
okanap
maĩkitxitak
apiãkat
kitakapek
mataak
aiãtapapanik
atakanap
imaxiõpek
potxo
piporikiãpot
auapek
itikapek
omarit
imapixinikaãpot
okaraĩtokat
ouãkat
nimĩkapirit
aimarotat
mixirik
axinikapik
txĩkitaãk
hĩkenakotat
narokat
hĩpiriãt
oĩkitxitapek
ikenakotapek
aposot
apiaenetak
pĩpinanaãk
erekapiren
noerekapek
isikapoxokonit
ĩpiriãmitak
hĩsorokaãt
itotapek
erekaãpopek
nitakanapapek
apiatak
ixirãk
imaroretak
niãk
apakapapanik
misirik
hĩkipat
apraãomonik
uaikar
inirekaik
oiarikak
itakaik
kenakoenetapek
nakititak
oãtamat
oxinikapik
pauikat
sãkirauatak
kĩpitapik
aniãk
sikaenetapek
õtakopanik
nitikapanik
kamapik
nataerekat
apokapek
maioak
ninirekaik
itseẽt
xapitipanik
auanãtak
tsomik
auiãkanininirek
arikapek
makipakaniãtaãpekar
kaxiporeik
katoreik
taãk
ikamaik
iokanatapek
asikak
nitakapitik
nixikaret
iopiniãk
sikaãt
sipikapapiret
omin
ipatak
nitikapek
ipotxit
otxam
papokat
ikamapiret
akamaik
oerekaik
naõkit
hĩtakanapapek
nikamapek
okaxipok
amaãtak
anirekat
ixinikapik
nisikapek
hĩkamapoxokonit
tiretiniuaaimarot
onap
natamonõkonit
manapakak
ikitakapanik
aiokanat
irit
napapanik
osãpiretapek
auiritapanik
niposotapitik
aposotapitik
paneenam
itikapanik
ketotapek
pokĩkak
mitapoak
nĩkanãt
mipotorik
hĩxinikaik
hĩkatat
nimĩteenekaik
imĩteenekapanik
hĩkamataparat
hĩtotapek
imokaiak
auikapiret
õpõkik
imamak
himakatxakapitik
apitxok
oomanat
imakatxakaenet
maõk
aãpakapapanik
aneẽkak
mamixinik
sãpirenãt
makatxakapek
pimĩteenek
pikenakotat
taponet
kamapanik
ninirekapitik
isãpiretapik
kititak
kitxak
hĩkenakopiretapek
auanãt
niomaãt
iminapiret
nĩkaenetak
kamaenet
himarotapek
itaponet
mitaxirat
auĩtearit
atamatapitik
kosekaĩtot
kamat
isãpiretapanik
ikakarakitsat
papakapapiret
kasãpiren
ikamapik
itokĩkaãtak
niuãkat
oxinikaik
hĩkenakopiret
tirekak
kamãkapek
himarotat
ĩkok
niãtap
takanapaãpot
anirekapitikam
opotxit
txikot
kaporĩkik
iĩtxikapiim
nirekaik
inoãk
kaĩtopek
ikenakotapanik
katamẽk
ipiriket
anikapitik
mitekak
akenakot
mitamat
nimixinit
apiaerekatak
otikak
okoket
napok
apaiaõkapek
anikanãt
ikisak
posipik
maiotokak
pataparasak
aãkirit
misãkirenãt
posotat
pamim
iopitĩk
txanãt
maõkit
asãpiretam
hãtap
kamaenetapek
axinikaik
iomakotetak
ĩkanõk
kanai
omixinit
anap
uãkatam
piratak
ikapakitik
poeret
nikĩpit
pikamapek
oãuirit
mitapek
takarauatak
koxirik
itakapek
hĩuãkat
pikerok
nitiretat
pakiriuãkat
amanaãpek
aimarotapitik
popĩk
okananiik
arokakitit
pokatim
atatsopatapek
kosek
hĩsikataparat
kaiõk
hĩtakanapapik
txĩkitapek
karonetak
txikotapitik
misãkirepireãpot
akamat
imarotapanik
ĩpat
asãpiretapek
ikakanapirit
hĩkerok
õtanõk
oerekapanik
masãpiret
ikamapanik
poom
nikamaik
pokamar
paoronitx
ĩpiriãketak
poniãk
mitxitak
ixinikaxititapek
xãpokak
hãtamatapek
arokanãt
hiãtapanãt
nanipar
himarotaik
anirekaik
maneritak
kikeik
niokanatsopat
ieretakakitãk
hĩtakat
napakapapek
akenakopiretapek
iapirikak
napakap
mapotõkireanirek
niokanatapanik
kiisok
apaiaõkarauatak
kako
tiokaãpotak
topãkak
imaĩkanãt
itakauãkat
sonãkak
hĩxikaret
itxikot
katim
sirĩkak
ãtikaãk
itikaik
nimarotapitik
makatxakat
hĩtokakit
hãpiãkat
aõerekapek
misãkiretak
imaropiret
nirekapanik
akosekaãpot
mamak
isauaãkat
katarat
matxĩkitak
amanaaãpot
aãtaerekatapek
pirenapeerek
nipotxit
erekapitikam
aaõkitapek
auikapitik
auaãpot
õkitikapek
omisãkiretapik
takapek
atatsopatapik
apokak
kosekaãpot
isikat
xanakaãpot
makananitak
imarotaik
arokapek
makatxaãk
nirekam
kamakitihãpakapapek
moianatak
apoãk
teosopeerek
imarotapek
apaxit
põkamar
kitxakapirĩk
isãpakapek
nokapek
nisãpiretapanik
makatxakikomamisãkiret
arõkak
aõmitikapek
nipĩkapiret
iriãkat
imapirinik
ninitapiim
iaxiriĩtot
pixinikapinik
hamanaãpanik
akerok
hinitanãt
piapirik
pomam
oxiket
okenakot
maãtakat
pinirekaik
ĩtirĩk
matsorakit
hõeret
amiananãtak
amanaãnãtak
ikian
ninirekam
hiĩtirĩk
tam
itxam
iomat
hĩtemonik
uaipekar
popit
nauikapitik
misiritapek
teosomoniaimarot
akoket
motipet
nikapokot
ãtikak
imakatxakapek
potorikam
titinanakak
mitapo
isikaãpot
iopotokaãk
ereẽkokak
xinikapik
imatokoãpot
petokakititak
nitarauatak
anekatak
xipokapek
aõkitapanik
ĩpirixitit
arakak
maxinĩkaret
oãuãkitak
arakapoakatak
mapĩk
itakat
sãpakak
timak
nimaxiõpek
pixikot
atikinimonik
nirekak
sikakienatak
sãpiretaik
koxiripatak
ĩkapaniamisãkiret
amerok
akamapek
hinirekapitik
tseẽt
iotokakak
iõkatsopatapek
sikat
kakots
ninit
sãpiretapik
katamatikoik
misãkiretapek
maxinĩkaretapek
imarotapitikam
auãkipanik
sikanireõtapek
maĩkam
kanapirik
katxaãk
itsotakakĩpitat
nikapek
sonat
amokaiak
tiretat
akatsat
napokaerekat
niminam
kakenakotikoik
mamĩteenek
iõkokaĩtot
hĩposotat
ninirekak
piõkatsopat
topãkanãtak
atokopek
auĩtetak
apraãomaxinik
omitiãk
nisãpiretapek
nitapiim
ikenakotapitik
napokapek
katxakak
himinat
namanaãt
makatxakak
pimaãkat
niotokak
tsotak
atamatapanik
maãtamat
amaxinĩkaret
ikamaãpot
pirikak
parĩkauatak
akamapoxokonit
pimarotapitik
nimarotapek
ikamaenet
ikatapakirit
maãuik
ikatsorãk
ĩpiriãkit
oimarotapanik
piuãkat
xikarauatak
txikotak
oãuik
kaiõkatikopanik
nixinikaik
kenakonãt
ĩtap
apat
mĩkiikak
pikenakotapek
nitam
iponaniãk
ĩtanorouatak
sikanireõtape
minapa
aiãtapapani
aimarotapiti
pĩpinanaã
hĩkĩpitape
itokĩkaãta
imĩteenekapani
oõui
hĩtakanapapi
akenakoenetape
miparĩkata
kamapẽtata
araã
xipoã
ixinikai
opakauana
tiokaãpota
auiritapani
himoianatape
kamakitihãpakapape
misãkirepiretapi
apiataparata
apiananita
ketotape
motĩkauakota
nirekai
itakape
ãpo
ixirã
ikatsorã
maxini
kaporĩki
aõtãki
kamiriã
poparĩ
ĩpiriãmita
nipotorikinimoni
auanãta
katamatikoi
ininipeere
pimĩteene
iãtapapi
kakenakotikoi
uaii
anirekai
hĩtemoni
kaiõkatikopani
itiretapiti
hĩxinikapani
ãtikaã
ikamai
papokapiti
txikota
okananii
topãkanãta
hiĩtirĩ
pĩpinanaka
pikose
poniã
ikenakotapani
niposotapiti
iãpota
ixinikapani
ninapape
pirenaere
napakapape
ikamapiti
imakatxakape
kamapireta
nimisãkiretapi
napotiinãtapani
kenakotape
komokaãta
apiaerekata
niokanatapani
aniã
kamape
kamãkape
mitape
nisikape
hãtatsopatapani
hĩtotape
noerekape
apokapiti
imatonõ
manerita
pikero
makatxakapiti
txiaroka
makatxaã
hiĩkitetapani
õtãkiã
aãuikapiti
iomakoteta
atamatapani
omaĩ
toreãtaãpe
tsomi
ipaxitai
õtanõ
kiĩkitepe
amiananãta
porikita
amokaia
itotai
hĩkamapiti
naõkitapani
nimisiritapiti
ikenakotape
itakai
mokaia
otika
auiãkanininire
omitiã
nixinikai
posotai
anirekapiti
atamatapiti
apraãomaxini
imisãkiretapi
apokape
pimaĩkai
manapaka
imarotai
apaiaõkape
aãuikapiretapiti
oiopotoka
ĩtirĩ
txapi
iĩkitxitape
kenakotapiti
imaroreta
pataparasa
hiĩtxi
pitsota
aõkitapani
pikenakotape
imapirini
ãkita
itotape
omokaia
iokanatape
imapixini
notamoni
naõkitape
xapitipani
piapiri
oani
nimarotapiti
itiã
naiatape
atxapeere
omisãkiretapi
arokape
nimakatxakape
aãtamatape
atatsopatapi
apiaeneta
hĩxãpoka
amanarauata
aãtaerekatape
paro
auikapiti
hinirekapiti
pikamape
onirekai
aãtamatai
iposope
katorei
iõkatsopatape
teosopeere
araka
sikakienata
mĩkiika
ipoiãota
hĩxinikai
erekapani
iãtapanãtapi
ĩkapanihãpakapape
nikape
mitapoa
himarotapani
hĩposotapiti
kitxakariãpota
amonita
posẽta
kamaenetape
nauikapiti
mapotõkireanire
napokape
oiarika
pimarotape
oposotai
kamatinanipiti
inĩkitaã
xerosareẽmoni
iposotai
kãkitimoniere
nipĩ
nakitita
kitita
osãpiretapi
oxinikapi
napo
auiritai
matameẽ
isãpiretapani
oĩkitxitape
nipimaãpe
sãpaka
atxĩkita
hãtamatape
kitsota
kikei
asãpiretape
omanatai
ikisa
maioa
anikape
takanapape
anekata
osãpiretape
amaãta
hĩkoxiri
axinikapi
kitxa
iõkapeta
karoneta
petokakitita
kãiata
isãpiretapi
atokope
txima
okapani
imaxiõpe
mapitxirita
hĩkenakotape
oiapiri
atamatai
arakapoakata
akamape
tireẽ
kasãkirei
pixinikapini
koxiripata
isaua
amisãkiretapi
akenakopiretape
miteẽ
sãkireninire
omaãta
inoã
ikapakiti
pokĩkaãta
pisãpiretape
oimarotapani
ninirekai
nitikapani
imaãta
inirekapiti
makananitapiti
auape
apitxo
ikamapani
hĩkenakotapiti
auikape
hamanaãpani
apokai
nĩkaeneta
hanikai
sãpiretai
pimarotapiti
himixiri
mixiri
katamẽ
pimaãkatai
koxiri
apakapapani
poiãota
atemoni
nikamai
takaõtxi
homitikape
posipi
auiritapiti
maxinĩkaretape
auãkipani
oerekatape
naro
oãuãkita
ikenakotapiti
oerekai
papata
kamapani
namanaãpe
erekaãpope
itikai
nitarauata
mamĩteene
pirika
napapani
taã
arõka
imarotape
takarauata
ninirekapiti
natamatape
nimaxiõpe
imimite
axinikai
õpõki
kamaerekaxinireta
kiomaneta
mẽkorĩka
aimarotai
pirenapeere
hãtamatapani
apaiaõkarauata
hõerekapani
maãui
anikapiti
mama
kerokapani
oõere
nimĩteenekai
amero
kaposotiirei
xana
matxĩkita
maiotoka
sãpiretapi
hinirekai
okaxipo
atatsopatape
aõmitikape
imokaia
hãuikai
himarotatapani
ĩpiriãketa
nirekakitininire
auãkita
nikamape
kamapiti
nimereẽpe
akenakotape
kaĩtope
aõkitape
atamatape
nitakanapape
hĩkaxipo
kaxiporei
kaiõ
kĩpitape
potoriã
misiritape
imipotori
xipokape
txiapata
txikotapiti
aaõkitape
niomaãtai
atakanapape
nimarotape
ixipokapani
nitikape
akamapiti
iopitĩ
õtakopani
isãpakape
hĩkita
pikenakotapiti
misãkiretape
itikapani
txĩkitape
aposotapiti
ikakirio
matsorã
ikapata
katamẽka
popĩ
moiaã
iapino
ikitakapani
mipotori
xãpoka
matxineirotenimoni
auikai
sonãka
makananitape
aãtamatapani
oãro
xinikapani
aõkape
ikita
ixinikaxititape
hãpakapape
apraãomoni
inoãkape
amanaãpe
titinanaka
imioa
atamatoõta
pinirekai
apĩ
nimĩteene
hĩkenakopiretape
himarotape
hĩtakaõtxi
isikape
hĩkamapani
himakatxakapiti
napape
nixipokape
aiotoka
matata
eremã
sikaenetape
ĩko
kitakape
maĩkitxita
ieretakakitã
kiiso
kenakoenetape
kiomãtxipe
kaiamape
oxinikai
txĩkitaã
topãka
auikapani
iopotokaã
nikamapiti
nirekapiti
nitakapiti
mataa
aãpakapapani
himarotai
akamai
iopiniã
nokape
himokaia
niposotape
himaxinĩkaretape
katxaã
arikape
aõerekape
aimarotape
kĩpitapi
kitxakapirĩ
ninikai
oxipo
xãpokakape
itakanapapani
mamixini
atikinimoni
isãpiretape
iaã
ĩroãnakiko
ninama
ikamara
itomaneri
sitoakoro
õtanoxiratari
inakitiakori
moianariakori
kapokiãtini
xosee
mĩteeneẽkani
napakani
homanatakini
niokanatakiri
ipitexiti
kikiakori
xiratari
anãpa
mauakini
mauinakini
ipoa
hãapoko
apiarini
iãriã
uini
iuakoki
mĩteenekakari
matiitini
hĩtenani
sasetotxiakori
apisatoõapiko
kiiniriti
hamariteakori
pinirekini
auĩteakori
ixiti
iritaniri
aãtaerekatiko
pikiko
mapaxitakani
hamariteni
ninirekakiti
matatakanixerosareẽ
pirikere
pimanirekakani
txiako
imiakori
misiritakari
nimokaiakariakori
masãpiretakani
txĩtxiri
pokĩkini
kapanaoõ
pamarite
épesokini
mitari
ĩkiiãtini
niokanatini
ãkiriakori
apokakoni
kateia
topãkakani
nimisiritakini
inakoro
piripi
mitapoari
ikikiote
iauĩte
tixinikini
mapinakati
iporikiti
moisesini
nisanare
ninakitiakori
atokiriakorini
kiti
sanare
hinitiriakori
mauakani
kariréia
kitxakapirĩkarini
pãko
anirimane
kaiõkatsopareriakori
maxipokati
niãkari
sikakitiikinimane
ikapokiã
pereẽ
naapoko
oxiratari
inirimane
nĩkatakani
ãtree
kenakotakani
makiritakani
tikinitakoro
aĩtariakori
pikiinirite
apakapakari
apanĩkakiãkiri
auakiti
siroee
kakiiniriteri
onoro
kaamoniri
iamotakito
asanare
pirenaapiko
xoeo
paapoko
iãtapakani
hĩkiomaneakorini
amãtiirinape
takare
apiatakari
apotiitakani
ikamaerekatakini
hĩkamakiri
sikakari
kõtãkikarerini
sakaria
akiripa
anaakoriapiko
ipatrãote
nĩkatakari
poati
mapaxitakati
apraãoni
iuikakani
irariakori
isikariotxi
pinakitiakori
pinitiriakori
imarotakani
auiniãtaã
masetónia
pinirimane
sãpiretakaniapiko
matakanapakati
mereẽkani
kõtãkikareri
iopinikare
saromão
ixipokiko
oerekakari
apiari
apokakini
akiritakini
minakoni
txito
pipotxitakini
sotatoakori
itakoã
iarikakani
miuikakaniua
matĩkati
vẽtxitakari
isaía
mauapikinitini
pimoianariakori
tavii
mireto
ipĩkari
makipakani
nopinixiti
nĩkatakini
siãkari
xamina
nikiko
atokiriakori
sãkiretakani
konério
itiretakiti
pakita
nitakari
kaxitakakarero
minakoto
itakare
uiniti
imatokotini
aãkixinire
paxitakani
patxisatakoni
nitikini
omitikakani
erimasi
kanaua
apanakini
maãtakakiti
amaritena
oaãpoko
matĩpokotakati
nirekakani
isapeo
tamásiko
miuikakani
simão
matiini
nimatiretakiniti
teópiro
topãkakari
meokisiteki
itokapare
asini
ãtxiokia
katxioãri
makamakani
sesaréia
nirimanetxi
ĩkari
ereẽkokakaroapiko
aãtokiriakorini
imokaiakari
pirenanota
maerekanitxi
kamixiro
inirekakini
misiritakoni
piãkatxi
pimapotxitakini
homanatakiti
nitapone
kaapokori
katakareri
mõsiãreni
makĩpitakani
aikoti
ixirata
ioporokote
noerekini
niteosone
amarite
isanare
xopi
kário
sikarauatakari
ninirekaãkiti
samaria
aõkimanere
pésito
kiinirite
hĩkiko
iorotiko
monõkori
apinini
hĩauĩteakori
ikininape
matarena
kapatxisareri
matiiti
mauakiniti
arão
ápia
kaamonirini
ikinimane
katxineiroterini
pisanere
ikamakiri
katxineiroteni
kikio
inama
okanakakiti
mereẽkari
kiko
hãkixinire
sikaenetakiti
ipiniã
iãrope
satanasi
pariseoakori
motĩkauakotakari
pãkixinire
imisiritiko
hĩpitikiri
sõtoãri
oĩtaro
pimisiritiko
mauiãkani
isaki
kanokarero
amanaãkari
homanoakori
akiko
amakini
hĩkinika
ereẽkokini
auĩtetxiakori
arikatxi
tiretakini
ivẽtxitini
amokaiakari
mauikakani
haãpoko
uinitikiri
itariakori
ikiko
piremõ
kapokiã
xerosareẽ
ikipatxite
anirekini
kãuaãriã
kimaporiti
matamatakoni
nitariakori
tximótxio
mauareni
ikamakiti
mekaniriakori
amesa
xáiro
korĩto
himokaiakariakori
iauĩteakori
kĩpitakani
imokaiakariakori
uãkati
itorota
vẽtxitikoãtaã
akiritakani
satoseoakori
irikoti
périsi
kauaĩrerini
mitekaĩ
ãkiti
topãkini
atokatxi
oĩtaniri
mitaxiratari
tiretakani
oporiki
itore
pisini
nipatrãote
nipaniãtakiri
poiãorini
ikemaĩtxitakini
pitariakori
pimisiritakiri
ninirimane
ikiraãkini
ioporoko
pĩpinanaãkani
ĩtima
nanera
matxineiroteni
espánia
ĩronakikoãtaã
aãpisa
pirato
hĩtikako
nisini
kimarorerini
apanakininape
tano
itakapire
õtãkikakani
ĩtinixiti
iõriki
itixitikini
xotéia
nikamaeneta
kamakitihãpakapapeka
sãkiretxitinitariako
oimiako
maãuika
ikatapakirita
oerekapeka
pikamapeka
ixipokini
paniãtiniã
ĩtopaki
hãpotiiãpota
erekapitikama
opotxita
pimarotapitika
mamanaãkaniã
iimatokoãpotakasaaki
nĩkatiniã
hĩtakanapapeka
maxinĩkareta
ikerokiniã
akenakotapeka
koseka
auikapeka
hinitiniã
auiritaika
pipiraako
iãtaka
misãkirepiretapi
paĩtano
himamisãkiretakaniã
mamaka
paposotiire
iuãkata
onirekaika
kanapirika
nikamapika
isotatoneako
kamaerekataka
pimaĩkitxitakani
auanãta
nikenakopireta
peereẽ
misãkirepiretaka
uãkatama
takako
mĩteenekini
paoronitxa
apisatakasaaki
ikemaĩtxitaki
paniãtako
pimĩkapiritata
pinakitiako
mereẽpeka
niamonĩka
imaroãpota
nimarotiniã
hiãtiniã
minama
txikotini
ikixata
potorikama
nikiniã
hĩkoxirikata
paĩpepoko
takapi
ixipokapanika
xanaka
iĩkitxitini
imoianatini
kaiãotiko
omanataika
hĩkaxirikata
teosoneta
siãka
ikatsorãka
hãuiritini
imekaniriako
kamapireta
mitapoaka
napokaerekata
pinitiriako
apitxoka
pimisãkiretini
amanaaãpota
nimina
pipẽtatiniã
nimanirekasaaki
kamatsiita
niõkatsopatini
õtakopanika
xesosimonipariseoako
kikeika
hĩkaroxinireta
ĩkapaniamisãkireta
oauĩtetini
hinapakakapani
imarotaika
apĩka
sãpiretakasaaki
haõkitakasaaki
hĩpimaãpi
ipaxitaika
pimaãkatapi
sonata
makatxakapitika
imaropireta
oanika
apooma
ãtoko
pimisãkirepiretini
niokanatini
teosonetini
hinikapi
hĩkamakasaaki
inikini
ĩkoka
inokasaaki
anikapitika
piõkatsopatapi
hĩkenakopiretapeka
sãkiretiniã
nitikapeka
kapotxinani
himarotapanika
itotapeka
pimamaxinĩkaretakaniã
nitini
manĩkatakaniã
manirekakani
ketota
amiinitini
itakanapapanika
iĩkitxitapeka
manikakani
piposotata
masãpireta
imarotapeka
kamapoxokonitini
hĩkĩpitata
atatsiita
itxikota
amaãkata
aõkitakasaaki
ikapakitika
pimisãkiretakasaaki
imekani
nitxata
nimĩteenekini
amotaka
hĩkoketa
natamataki
hãtapa
amakatxakaki
pixinikasaaki
pakiritapi
piamonĩkini
hiĩtxika
okatapani
ikaminiã
akamapoxokonita
sãpiretaika
nipokotaka
sotakipe
kiĩtĩrikiko
katxĩkare
iminapireta
auiritapanika
oãuirita
oerekako
xiki
mataaka
ikamapika
kaiarikini
itakanapiniã
kokani
maiãtapa
isãpiretakasaaki
atxanitariako
tiokaãpotaka
hãpokasaaki
auĩteako
apokapitika
sõtoã
himereẽpi
amomoãki
apakapapeka
sipikapapiretiniã
nitariako
oimarotakasaaki
kamaerekatini
okaĩtota
kina
matiretakaniã
hĩtokakita
amasikakani
kapose
mĩkiikiniã
piniti
niniti
kõtãkikiko
sikakienata
omitika
ninirekapitika
tama
hĩkipata
nirekaika
ikenakoeneta
maãtakata
auaĩtotiniã
kaxinikare
xiketaka
otakanapini
hĩtiretiniã
mitapoa
tirinaka
sasetoxiako
himarotaika
ikarokiraua
auĩtearita
xipokapani
piapirika
maxiã
hĩkerokini
aiotokakini
imapixinika
hõereẽki
ketotini
uaipekara
kaminini
aimarotini
mĩkapiritaka
kakarone
isikanireõta
pikĩpita
okapi
paiko
itoãpota
nimaxiõpeka
ẽxópi
iokanataka
mauikakaniã
ikamaeneta
kanaia
opakauanaka
maĩkasaaki
hãkirita
pĩpinanaãka
xinikapika
nitota
ixãpokaka
kosekini
misãkiretakasaaki
txĩkitaãka
kemaĩtxita
pimaãkata
isauaãkata
itixineki
otxĩkitakaki
pikemaĩtxitapi
iokaamo
ĩpata
koketini
hĩsãpiretapi
nisikini
miĩkitxitakani
piãtapini
oeretini
txĩkitakini
ouãkata
auiritiniã
ĩtanoiãko
hõerekiniã
nitanãtini
satoseako
isikaposotiireta
ninikini
põtãkikini
aãuĩteako
mĩka
apaniãta
nasareeki
atamatapeka
kiomãtxipeka
aãpakapapiretini
himereini
mipotorika
atakanapapeka
okaxipoka
ikisaka
nikenakota
hĩxikareta
aãtamatapeka
atxata
otikakoãki
mĩteenekiniã
imauiritakaniã
asãpiretama
amaripoko
mamaĩkakani
kipixiã
iapirikaka
sãkirenitariako
itiãka
katakare
isikaka
nikipata
pimapĩkakani
motĩkauakotaka
