Macushi
teesenumenkatoꞌ
tînaꞌtîꞌpî
anepuꞌtî
teepereꞌtoꞌ
eꞌnîꞌnî
amuꞌtunpanen
yuꞌtoꞌya
yausinpayaꞌnî
tîweꞌmîꞌsaꞌkasaꞌ
irawîron
esatîyaꞌnî
uyepotorî
akoreꞌtapaiꞌnî
tîpîkîrîꞌnî
ukonekaꞌpîiyaꞌnî
piꞌpî
amaꞌyeꞌ
iteseru
ruinan
unkupîꞌpî
teraꞌmaton
anoꞌpî
tîkupîꞌpî
tîweꞌsen
kuꞌtoꞌyaꞌnî
apoitîrî
yamaꞌrunpapîtîyaꞌnî
aponoꞌ
tîrumakatîpon
wîtînnî
entamoꞌkatoꞌ
aweꞌrona
inîmîkîꞌnî
ayaipontîtouꞌyaꞌnî
ayewanmîrî
ayeraꞌmauyaꞌnî
tîpoitîrî
tîwanîya
uyenuntoꞌ
tîtarumaꞌtî
ayaipontîuyaꞌnî
ipokonpan
nanî
wîtînpaiꞌnî
ikuꞌtoꞌyaꞌnî
pîikaꞌtîtoꞌyaꞌnî
yansaꞌyaꞌnî
anyo
eewomî
akanaimîꞌtîiyaꞌnî
aponaron
tîpîꞌnî
taukî
yepeꞌpî
akarau
atarumatî
uruinan
ayakoꞌmenkauyaꞌnî
uyapîtanîꞌnen
upîikaꞌtîpîtîꞌpîyaꞌnî
asakîrîron
aweꞌpîikaꞌtîton
antarumaꞌtîꞌpî
ayenkuꞌtîyaꞌnî
eeturumakasaꞌ
menkapaiꞌnî
iwanmînon
anarimaꞌpî
yaretîꞌkasaꞌyaꞌnî
ukupîiyaꞌnî
atarumatîtoꞌ
aweppepî
upîikaꞌtînen
tîwoꞌmaꞌtatoꞌ
nîmîkîyaꞌnî
tîweꞌpîikaꞌtîtoꞌ
arumakauyaꞌnî
unesatîꞌpî
uukoꞌmannîtoꞌ
eerîꞌkaꞌtoꞌ
warapon
tîꞌkatîpon
noꞌpîtononayonpa
uupiaꞌnî
itewîꞌ
pataꞌseꞌ
umanenpanen
aapiapaiꞌnî
taapaiꞌnî
ikupîꞌnî
enîrîtîpon
aninnîrî
tîsan
aꞌnokoꞌpî
ikuꞌsaꞌyaꞌnî
atarumaꞌtîtoꞌ
ayapurîuyaꞌnî
penaroꞌ
amoꞌkauyaꞌnî
ukîꞌpa
akupîtîpon
anenupaꞌsan
tîpîikaꞌtîiꞌnî
akuꞌtoꞌ
ayamaꞌrunpa
yemukasaꞌ
epereꞌtoꞌ
epeꞌkeꞌ
monoiꞌpan
nîkoꞌmannîpî
eserîkan
repayaꞌnî
teeseru
eeseurîmatoꞌ
enepîyaꞌnî
uyuwayaꞌnî
aweꞌkuꞌsaꞌ
ikuꞌpaiꞌnî
uyeporîyaꞌnî
tîsaꞌnamayaꞌnî
tîkinmu
tîpîikaꞌtîtoꞌ
ayapîtanîpîuyaꞌnî
uyonpatoꞌ
aakoꞌmantoꞌ
yapîꞌsaꞌ
uwenairon
uyeme
koreꞌtawon
apîikaꞌtîꞌpîiyaꞌnî
tîpanamatoꞌ
ayetatîpon
ayesatî
awakîri
aparaturi
urepaꞌpîyaꞌnî
koꞌmanpaiꞌnî
piawon
emapuꞌtîyaꞌnî
tînekaꞌmaꞌpî
pîikaꞌtînenan
tetaku
aaiꞌsaꞌ
yeꞌkaton
tîweꞌsaꞌnama
ikupîton
tararani
konekayaꞌnî
upiꞌpî
uyentaiꞌnî
iꞌpu
uyeurîmaiyaꞌnî
paako
teerepamî
aꞌta
eeseporî
esenupanpaiꞌnî
eesiꞌnîꞌpîtî
apuꞌpai
utîꞌka
tenpaꞌka
yennayaꞌnî
apataꞌseꞌ
tîꞌnokoꞌpî
yewanmîrîtîpon
nîtarumaꞌtî
yenpotîpon
akoneka
aatakaꞌmasaꞌ
eeperepî
paran
anmuku
ayeporîuyaꞌnî
umeruntîri
yewankonoꞌmatîpon
eesuwaꞌka
tîwinîkîiꞌnî
kupîtîpon
ayarakkapîtîuyaꞌnî
atarumaꞌtîꞌpî
tepiꞌtînen
tîîsaꞌmantasaꞌ
maimu
upanamaꞌpî
eepîrematoꞌ
wîîpaiꞌnî
eesiyuꞌpîtîtoꞌ
inon
patayawon
uyeꞌmaꞌpî
yepiꞌtîton
tîmaimu
amakuyi
ayenupaꞌpîuyaꞌnî
wîîsaꞌyaꞌnî
aponaꞌnî
yarimasaꞌ
ayannosaꞌ
aweꞌpîikaꞌtîꞌpî
aatausinpatoꞌ
apanamaꞌpî
awuku
tîweꞌpantaka
eesenkuꞌtî
teesiyuꞌpîtî
taasarîꞌpîkontiaron
ayewankonoꞌmaꞌpî
aꞌnînmatouꞌyaꞌnî
ayenupaꞌsaꞌ
namayaꞌnî
asakuni
petiaron
aweꞌtarumatîtoꞌ
ayewîꞌ
ayaꞌreꞌ
aamaꞌtînîpî
aꞌnînmatoꞌ
tîmaiꞌpatoꞌ
unekaremekîꞌpî
epîrematoꞌamîrîꞌnî
tenapisî
tîîpaiꞌnî
ayekaranmapouyaꞌnî
yekaranmapoyaꞌnî
yepotorî
eseurîmanpaiꞌnî
soosi
uyenupaꞌpî
etapaiꞌnî
upîꞌnî
eseurîmantoꞌ
ikuꞌtoꞌya
teepîremantoꞌ
tîneraꞌma
seruꞌyeꞌ
tapisîtîpon
ayenpatakona
aakoꞌmannîꞌnen
yani
woinî
uukoꞌmannîpîiyaꞌnî
teesenupaꞌpî
epereꞌpîꞌtoꞌ
wanîyakon
epîrematiaron
atîꞌkauyaꞌnî
aawarîron
panton
rumakaꞌpîyaꞌnî
tîsaꞌmantatoꞌ
teesepotoꞌ
amoron
yekaꞌmaꞌnî
tînapisî
soosirî
unkuꞌpîtî
aneraꞌmaꞌpî
kawarepon
yakoꞌmenkasaꞌ
kanau
uyettapusin
taatapinatoꞌ
tîpanamaꞌpî
aꞌsaꞌsa
ayekaranmapo
atarumaꞌtîiyaꞌnî
teesenumenkaꞌpî
anetaꞌpî
atarumaꞌtînen
ayenumî
ukupîꞌpîyaꞌnî
etaꞌpîyaꞌnî
teeserenka
eporîyaꞌnî
yekareapîꞌnî
upata
ayakoꞌmenkanen
aruinan
eraꞌmasaꞌyaꞌnî
tewan
teepîtoꞌ
rawîron
tuꞌkan
aaiꞌnokoꞌma
yapurîꞌnî
yewanmîrîsaꞌnî
asakîꞌnan
amaimuꞌpî
yakoꞌmenkayaꞌnî
romapon
tîyun
tîîpiapaiꞌnî
simonko
uyarakko
ayepeꞌpî
tîweꞌtîꞌka
yuꞌtoꞌpeꞌnî
tîweꞌkîꞌpa
eesenyakaꞌmaꞌpî
eesiꞌnîꞌsaꞌ
pérola
teꞌmaꞌpî
apokonpeꞌnî
asaꞌnamaiyaꞌnî
iwîꞌpîyaꞌnî
ayesaꞌ
upîikaꞌtîsaiꞌyaꞌnî
umoꞌkaꞌpî
tîwoino
ronayaꞌnî
arakkansaꞌ
miakanmaꞌnî
sakîsakîpan
aneraꞌmaton
tînarî
ayeraꞌmaiyaꞌnî
kuꞌsaꞌnî
ayenkuꞌtîꞌpî
yapîtanîpîyaꞌnî
teekoreꞌmasaꞌ
uyekaranmapoyaꞌnî
eekoreꞌmasaꞌ
yei
winîpaiupîikaꞌtîiyaꞌnî
akuꞌtoꞌpeiyaꞌnî
umaimu
pîikaꞌtîꞌpîyaꞌnî
galiléiapon
tetawarai
taatîpon
poropon
teepaꞌkasaꞌ
ikupîtîpon
ronapîtîyaꞌnî
ayakontari
eꞌpaiꞌnî
piran
paiꞌnî
ukoreꞌtapaiꞌnî
yuwapaiꞌnî
morî
taaꞌnî
eemurukuntî
tîweꞌrepatoꞌ
ankupîꞌpî
poron
uyeparan
mîîpan
yaꞌtîyaꞌnî
ekaremekîꞌtîpon
apîikaꞌtîuyaꞌnî
unapurî
ayausinpa
tînkupîꞌpî
tîtappîi
ukuꞌsaꞌ
yapisîyaꞌnî
yaponseꞌ
upîikaꞌtîsaꞌ
tîpoitîrîtonon
yekî
saꞌnamanpaiꞌnî
unsaꞌnama
ukoreꞌtaꞌnî
tîtaikapu
aꞌnînma
upîikaꞌtîiyaꞌnî
apîikaꞌtîtoꞌpeiyaꞌnî
amere
yenunpaiꞌnî
rumakapaiꞌnî
usaꞌnamaꞌpî
tarentanîpîꞌpî
uyentainon
etayaꞌnî
eesepiꞌtîsaꞌ
pakko
tîwaraino
taꞌnî
yapiꞌsaꞌyaꞌnî
ekaremeꞌsaꞌyaꞌnî
eporîꞌpîyaꞌnî
akasuparai
awenaiꞌnî
tarakkîron
ayaꞌtî
tapurîtoꞌ
miaꞌtaikinan
erîꞌkapî
upîikaꞌtîsaꞌyaꞌnî
aweꞌpîikaꞌtîsaꞌ
tîkîipan
teꞌpo
yapîtanîꞌsaꞌyaꞌnî
ayewan
unepuꞌtî
ayarakkîrîꞌnî
aweꞌmanenpa
eesewankonoꞌmatoꞌ
tîpuꞌpai
aakoꞌmansaꞌ
yapurîtîpon
anîmîkî
yuꞌtoꞌyaꞌnî
iwanmîrîꞌpîyaꞌnî
uyakoꞌmenkasaꞌ
mesari
sîrîrîtamîꞌnawîron
itîrîuyatîîwanmîraꞌnî
awoinon
ayeraꞌmatoꞌ
atarumaꞌtîuyaꞌnî
aretîꞌkaꞌpîyaꞌnî
tamîꞌnawîron
irepayaꞌnî
ukupîꞌpî
tarîron
tîpun
meruntîriꞌtîpaiꞌnî
ayenpata
rumakayaꞌnî
yeꞌmasaꞌ
aweꞌtarumaꞌtîtoꞌ
yapurîtîtamîꞌnawîron
tîîpiaꞌnî
ayetteꞌ
arawîrîꞌnî
uukoꞌmantoꞌ
maꞌran
rekkaru
itîrîyaꞌnî
poꞌpîtîyaꞌnî
manne
anwîꞌpî
aweꞌmuꞌtunpatoꞌ
tîneramaꞌpî
yakuyaꞌnî
ayeporî
aakoꞌmanpîtîꞌpî
namaꞌnî
tînenupaton
ayeserurîꞌpî
upîikaꞌtîꞌpîiyaꞌnî
teꞌmatoꞌ
patawon
yapîtanîpîꞌpîyaꞌnî
ayekare
teesiyuꞌpîꞌtoꞌ
etaton
unetaꞌpî
yaironkonaapiaꞌnî
taꞌsan
emapuꞌtîiyaꞌnî
yeukayaꞌnî
aaseꞌ
apata
teetîꞌnînma
itîîpaino
uyeꞌpî
ayepuꞌtî
ayausinpaiꞌnî
ameꞌsipu
yaꞌtîtoꞌyaꞌnî
ayenupaꞌpî
poino
wenaieekoreꞌma
usaꞌnamaiyaꞌnî
uyapurîyaꞌnî
eesenkuꞌtîsaꞌ
anmîri
apîikaꞌtîiyaꞌnî
pepînpakko
aanoꞌpîta
yarakkîron
usan
aminkan
katawon
isaraꞌtîꞌpîyaꞌnî
pepînyatepotorî
innaꞌpoyaꞌnî
upîikaꞌtîtoꞌ
aweꞌtarumaꞌtîꞌpî
awîsaꞌ
tîweꞌtoꞌ
aꞌpoꞌpîtî
uyepiꞌtînen
tenupaꞌpîuya
tîmakuyi
yeppeꞌnîpîyaꞌnî
teesenpoꞌpî
eekoneka
tepiꞌtîtoꞌ
cidade
tînarîꞌpî
yenupayaꞌnî
nariꞌ
inmenkasaꞌ
ayannoꞌpî
pokapîtîyaꞌnî
tîꞌkumaꞌtu
anpîmî
apîikaꞌtîiꞌnî
iwarainon
awîtîpoꞌno
aweꞌpîtî
tepiꞌtîsaꞌ
namaꞌpîyaꞌnî
tîweꞌneꞌno
iteme
ikonekayaꞌnî
erepannîpaiꞌnî
puꞌparaikkîtîyaꞌnî
uwenaiꞌnî
ineraꞌma
uyeseru
ekeꞌnan
awanîepuꞌtîyaꞌnî
saꞌnamayaꞌnî
ayenupauyaꞌnî
kuꞌpaiꞌnî
imenkasaꞌ
tînaꞌsoꞌkaꞌpî
teereutatoꞌ
manaꞌta
ayekkariꞌtîsauꞌyaꞌnî
ayenya
takon
yapurîtoꞌpeꞌnî
yeppeꞌnîꞌton
uyeppeꞌnîpîyaꞌnî
uwoꞌpasaꞌyaꞌnî
tîpataꞌseꞌ
ayinyakanmatoꞌpeiyaꞌnî
uyarakkîron
yanîyaꞌnî
uwanîya
mororon
taꞌreꞌ
ayonpaiyaꞌnî
eetîmî
ayeꞌmauyaꞌnî
atarumaꞌtîsaꞌ
arepauyaꞌnî
eesenyakaꞌmasaꞌ
tîmannîtî
aaipîꞌpî
yenpatakonayaꞌnî
tîkuꞌtoꞌpeꞌnî
demétriomororon
aakaiwantanîꞌsaꞌ
tîweꞌrona
ikupîꞌpîyaꞌnî
anetapaiꞌnî
eseurîmatoꞌ
mîrîrî
tîpata
untîrî
uyepuꞌtîyaꞌnî
unepuꞌtîꞌpî
yenupapaiꞌnî
ikoꞌmanpaiꞌnî
yuꞌsan
apîikaꞌtîtoꞌpeuyaꞌnî
nîpîikaꞌtî
yarokayaꞌnî
puutoꞌ
tepin
esenumenkanpaiꞌnî
erenkayaꞌnî
ipîikaꞌtîpaino
tarakkîrîꞌnî
ayenumîuyaꞌnî
aꞌkumaꞌtu
tappîi
yeseruamîrîꞌnî
tîpîikaꞌtînen
enîꞌsaꞌyaꞌnî
uyesaꞌ
tîwoiꞌnî
esenumenkakoiꞌ
eposaꞌyaꞌnî
piapaiꞌnî
tînkupî
ayanuꞌnîpî
uyewanmarîyaꞌnî
tîwentaimepîtî
urumakayaꞌnî
ipokapîꞌsaꞌ
anekaremekî
aꞌtuꞌmînan
tamo
eraꞌmatîpoꞌnî
tîîkoꞌmamîꞌpî
uuruwasi
tîkonekaꞌpî
abolsari
eꞌkuꞌsaꞌ
eꞌmaiꞌno
aweꞌtoꞌ
piapaino
aatasiꞌsirunpatoꞌ
tîweꞌrepasanontamîꞌnawîron
uyeꞌmasaiꞌyaꞌnî
tîkupîtîpon
eꞌrepatoꞌ
aatakoꞌmenka
akupîuyaꞌnî
ekiꞌkaton
eesenupaꞌpî
apîꞌnî
akaraiwarî
tîîsaꞌmantatoꞌ
uyekaranmapotoꞌyaꞌnî
pîꞌpenaron
ekaranmapotoꞌpeyaꞌnî
woino
paꞌtîpîtîꞌpîyaꞌnî
tîîwanmîrauurîꞌnî
uyapisîꞌpîyaꞌnî
ikei
upemonkono
wîîꞌnî
amoꞌkaꞌpîiyaꞌnî
ayepotorî
uyekaton
teepaꞌkatoꞌ
uwakîri
uyepuꞌtoꞌ
tîneraꞌmaꞌpî
ayakon
umakuyi
uyekîn
meꞌpoꞌpîyaꞌnî
yariꞌku
yenupatîpon
tîuyaꞌnî
akonekaꞌpîiyaꞌnî
awenpenatasaꞌ
uyeraꞌmatîpon
awenpenatatoꞌ
suuyu
epuꞌsaꞌyaꞌnî
yarimasaꞌyaꞌnî
amoꞌkaꞌpî
naire
aweꞌpantakasaꞌ
yenkuꞌtîyaꞌnî
yewanmîrîyaꞌnî
ayekkari
tekîn
ayentaꞌnî
tînirurî
teeraꞌma
ayenpenatanîꞌseꞌnî
uyesatîyaꞌnî
warainon
ayenumîiyaꞌnî
upîinamayaꞌnî
uyakoꞌmenkatoꞌ
upantakaꞌpîiyaꞌnî
esekaremekîuyun
ayentaino
apun
atamo
esenumenkatoꞌ
îrirî
ayawîꞌpan
aneporîꞌpî
unpîmî
ukaaretarî
irumakaꞌpîyaꞌnî
tîꞌmoi
enpenatanpaiꞌnî
amenan
ferro
unpoꞌtî
emîꞌpannîꞌpaiꞌnî
unennoꞌma
aweneꞌ
teparan
yonpayaꞌnî
tîmoꞌkaꞌpî
yenupatoꞌpeamîrîꞌnî
tînpoꞌtî
tîkaraiwarî
eetîꞌnokoꞌma
eesetatoꞌ
yentaino
iyarîꞌnî
uyenupanen
israelpon
yenkuꞌtîꞌpîtetarumu
iwaraino
uꞌnînmayaꞌnî
worokatoꞌyaꞌnî
anpokapîtîꞌpî
etatîpon
yapîtanîꞌpaiꞌnî
neraꞌma
tîpaꞌtîpîtî
uyeraꞌmaꞌpîyaꞌnî
apantakaiyaꞌnî
yarîꞌpîyaꞌnî
uyannosaꞌ
tepeꞌpî
usaꞌnamasaiꞌyaꞌnî
upîikaꞌtîtoiꞌyaꞌnî
aatapurî
taꞌpîuyeyaton
amîiꞌneꞌ
yaretîꞌkayaꞌnî
ayapiꞌtoꞌpeꞌnî
tîponayaꞌnî
puꞌkuruamîrîꞌnî
usaꞌnamaꞌpîiyaꞌnî
awinîkîiꞌnî
itîrîꞌpîyaꞌnî
upîikaꞌtîꞌnî
eesenpatakonaꞌpî
tîpana
tîîsaꞌmantapatamîꞌnawîron
teesenposaꞌ
epuꞌtîtîpon
yannukuꞌpîyaꞌnî
ayenupaiyaꞌnî
rumakaꞌtîpon
aweꞌtoꞌpeꞌnî
ayekaremekîuyaꞌnî
tenupanen
imenukasaꞌ
koꞌmannîtoꞌpeꞌnî
wîtîꞌnî
unu
penaron
umoron
nura
ayenupanen
tînkonekaꞌpî
ayenupatîpon
aaiꞌnokoꞌmatoꞌ
uwuku
uwoꞌpaꞌpîyaꞌnî
ipuremeꞌsaꞌyaꞌnî
teesenyakaꞌmaꞌpî
ayapurîꞌpîuyaꞌnî
pîmîꞌsaꞌkayaꞌnî
teseꞌmu
itentaiꞌnî
iwanmîrîyaꞌnî
uwinîkîiꞌnî
retî
akupîꞌpî
eꞌpîikaꞌtîꞌnî
apana
tepuru
urawîrîꞌnî
kîrî
uyawon
ayenkuꞌtîtoꞌ
eesewankonoꞌmantoꞌ
eeseurîmaꞌpî
pîikaꞌtîyaꞌnî
itenu
uyapisîtîpon
konekaꞌpîyaꞌnî
yewîꞌ
yuwaꞌpîyaꞌnî
sábado
ayemanne
uyapiꞌsaꞌyaꞌnî
teme
eraꞌmaꞌtîpon
eseurîmakoiꞌ
uweiyuꞌma
eeperepîtoꞌ
aakoꞌmannîpîiyaꞌnî
ayeppeꞌnîꞌnen
tenupaiyaꞌnî
apoꞌtî
pisa
awanîton
tîroꞌta
akoreꞌtaꞌnî
enyaꞌneꞌ
ayentaiꞌnî
tînnaꞌta
akupîꞌpîiyaꞌnî
tîtarrafari
awanîyakon
ukupîꞌpîiyaꞌnî
ayeyaton
tînapurî
ayenpenatanîpîiyaꞌnî
eraꞌmaꞌpîyaꞌnî
uneraꞌmaꞌpî
taꞌpîyaꞌnî
uurîꞌnî
arinî
uyekkari
attîsaꞌ
tentaiꞌnî
itenya
yapîtanîꞌtoꞌ
eerepansaꞌ
tîponaꞌnî
pîkîron
yapurîpaiꞌnî
aweꞌsaꞌnama
awanîya
amoꞌkaꞌpîuyaꞌnî
uupiapaiꞌnî
yenupaton
epîrematoꞌaponaꞌnî
yapurîyaꞌnî
yannukuyaꞌnî
teeseurîmaꞌpî
tîwautî
tîîmoꞌtaiꞌnî
ayonpayamîꞌ
tîsinarî
eserenkatamîꞌnawîron
tîntîrî
epuꞌtîꞌpîyaꞌnî
tîtînirurî
tîkasuparai
paapayaamîrîꞌnî
itamo
yenomîꞌpîyaꞌnî
ekaremekîꞌnî
yaretîꞌkaꞌpîyaꞌnî
wîtîtoꞌ
tapisî
pokonpan
uyenupaiyaꞌnî
penaatamo
paiꞌno
inkeꞌ
ayeꞌmarî
kaareta
eꞌnîtoꞌ
upuꞌpai
ayenkuꞌtîuyaꞌnî
aatariꞌkuꞌtîꞌpîouro
tîrîyaꞌnî
teesenyakaꞌmatoꞌ
ipîinamayaꞌnî
ayaꞌnî
tîpînsen
uuwarîrîꞌnî
aimutun
tuna
uyaꞌnî
woꞌpaꞌtîpon
tîrîꞌpîyaꞌnî
tîpînanu
tesanon
taipontîꞌtîpon
amîrîꞌnî
eesiyuꞌpîtî
irupu
unapisîꞌpî
tîwanmîraꞌnî
ikaraiwarîamîrîꞌnî
taponseꞌ
pokonomayaꞌnî
kupîꞌnî
tepuꞌtîyaꞌnî
uwaraino
apoꞌpîtî
etasaꞌ
uyenya
taꞌpîꞌnî
priꞌyawon
utamo
upîikaꞌtîyaꞌnî
anapisî
kaiwan
eeseurîmasaꞌ
tîwinîpaiꞌnî
tepotorî
taatausinpatoꞌ
warainî
prato
seurîwîꞌnan
imoꞌkasaꞌ
teseru
aapîtatoꞌ
anapurî
esekaremeꞌtoꞌuyonpa
uroꞌta
tîwapu
awarantîꞌnî
upîikaꞌtîtoꞌpeiyaꞌnî
aawanmîraꞌnî
ayenupatoꞌ
yapîtîpon
sîrîrîtîneraꞌmaꞌpî
aamaꞌta
tîwakîri
kaisaron
akuꞌsaꞌ
yuꞌnaꞌtîꞌpîyaꞌnî
ayeurîmauyaꞌnî
poꞌtîyaꞌnî
tiyoꞌ
meꞌposaꞌyaꞌnî
eꞌtarumaꞌtîntoꞌ
tînannoꞌsan
teesepiꞌtîsaꞌ
eꞌtînnîꞌmatoꞌ
miarîron
eerepamî
iren
utarumatî
awinîpaiꞌnî
aꞌpu
awoimaꞌtî
tînetaꞌpî
upokonpeꞌnî
tîîmoꞌtaiꞌnon
ayeppeꞌnîpî
ayarimauyaꞌnî
teeseuronka
manaꞌpokon
eetîꞌnînma
aweꞌtîꞌkaton
teepîrematoꞌ
aweꞌrepaꞌpî
aweiyuꞌmanen
umoꞌkaꞌpîiyaꞌnî
tekkari
paru
aarenta
uupiawon
uyeꞌmarî
amuꞌtunpasaꞌ
ayeꞌmaiyaꞌnî
eneꞌsaꞌyaꞌnî
kamoti
teesiꞌnîꞌsaꞌ
iteꞌseꞌ
nîtîrîtîntîrî
pîmîyaꞌnî
ukaseꞌ
ukuꞌsaiꞌyaꞌnî
tîweꞌnasaꞌ
warayoꞌ
attîꞌpî
ayepuꞌtîuyaꞌnî
puꞌpai
tîmuꞌtunpa
arepa
unîmîkîyaꞌnî
ayeraꞌmaꞌpî
etasaꞌyaꞌnî
muurukuntîsaꞌyaꞌnî
rumakatîpon
yeporîyaꞌnî
eekonekaꞌpî
éfesopon
paꞌtîyaꞌnî
tawautî
asakoiꞌ
aamaꞌtanîpîiyaꞌnî
kepemon
tîkoreꞌtaꞌnî
eraꞌmayaꞌnî
ayaipontî
ereꞌsin
ayenupaꞌnî
yapisîꞌnî
tînmoꞌkaꞌpî
poꞌtîꞌyaꞌnî
aapîꞌkaꞌsaꞌ
eepereꞌsaꞌ
amuꞌtunpa
uyewanma
yennoꞌmayaꞌnî
iwîpaiꞌnî
wîîyaꞌnî
apisau
anapiꞌpaiꞌnî
upîikaꞌtîꞌpîyaꞌnî
koreꞌtapainon
maasaron
aatausinpaꞌpî
amenkaꞌpîiyaꞌnî
ipuꞌpai
ereutaton
anetapaino
tîîkoꞌmansenon
saꞌmantanpaiꞌnî
tawoꞌpî
teseꞌ
yarakkîrîtîwentamoꞌka
awentamoꞌkatoꞌ
usaꞌnamatoꞌ
yeꞌnetî
ayekîn
eꞌtarumaꞌtîꞌnî
ankuꞌpîtî
tînesatîꞌpî
nîkupîꞌpî
usoosirî
tîronasaiꞌyaꞌnî
aakoꞌmannîpî
uyapurîꞌpîyaꞌnî
iretî
pauloyauyepotorî
