Kayabí
yꞌwayr
jarejeꞌegaiw
oypiw
imonoar
ojeꞌeganuweꞌem
apoarer
mainan
munarũn
ijejag
otaꞌwawer
oreporomutar
rerooaw
reateeꞌem
esakaw
muekõẽãinaw
oporogytaaw
reteeaꞌer
pejeꞌwyriarareter
omogytaweꞌem
tepoaaw
tupaaꞌmyw
pejeꞌarasig
remimuram
ꞌeꞌem
oor
poromutatmaꞌer
pẽnekiꞌyrareter
jemogypyygiwereꞌem
teporesag
waparasig
demetriur
ajuꞌam
nemiayuw
aetywer
efuewereꞌem
jarepyꞌaraypar
ajukaaw
iapoareꞌem
jekuꞌiteer
areꞌaw
tejeꞌegaywereꞌem
teporomutareꞌem
omajatykar
nemiꞌuram
iapor
kunumĩmer
etaꞌwar
raꞌagaw
ajuerekokatuaw
ajuapisaw
jaremaraꞌner
kunumĩn
jerew
najudeueꞌem
imuoryw
monoweꞌem
fareꞌem
janeporomutareꞌem
ywyrafeꞌnĩn
eower
imojewagipyreꞌem
kyjer
tejemiꞌurameꞌem
jarejeaꞌaruꞌjaweꞌem
oporomutareꞌem
ipojeuwipyreꞌem
pejejemopifuakaaw
otymeꞌem
porowykyr
eteeaw
weaꞌaw
wekoar
pejejeapyoaꞌneꞌem
pejejemirekower
jeparuapower
waꞌnẽn
mỹj
ojeꞌẽmaꞌer
aparuapower
jooꞌor
tywereꞌem
pejejukaeꞌem
awyruuꞌir
oroporiaeꞌem
rerooawetaꞌer
ojerowiarukareꞌem
pejeꞌwyriar
pejejekõẽãj
ꞌueꞌem
poropoariwer
tejekõẽãj
tywereteaw
pẽpoiriwereꞌem
wojereꞌem
jarepotaꞌwar
pẽꞌmeꞌem
esaukaripyr
orojorypaweꞌem
ojojeꞌẽwuꞌjagar
ityweꞌem
apisir
jeꞌẽwuꞌjagaw
eneremiꞌuram
meꞌegaw
jareꞌmer
ojeꞌjawewar
ꞌyuwej
futateer
nesager
manũn
filiper
tersiur
wewewor
remikwaaweꞌem
rapyar
pejemogypyyg
rawopytymaw
pejejekotyꞌaaw
mogytaaw
jarejopoaaw
remimueapyofer
jemiꞌwareꞌem
orojeapyoeꞌem
wemimutar
eneruw
pejejemirekor
imomeꞌueꞌem
mogor
otaꞌwaeꞌem
teporogytaaw
pejeparuapowereꞌem
ayeter
pẽkatuꞌokaw
wemiarirũeꞌem
janekuꞌir
wemiyauw
orojemiesag
jareseaw
iapopyr
manũeꞌem
werowiaruꞌjaw
akirar
jareower
jararetereter
tetaꞌwar
peuwar
tejeateer
omepyr
monoꞌogaw
oypytunaiw
janetyweꞌem
apygiwer
jaretyweꞌem
kumir
jeꞌegaiw
amaraꞌneeteeter
orojaitypaw
mojoꞌokar
temonor
weapyoeꞌem
wowowyr
pẽnerekwar
ipiwoymaw
jefuewer
otywer
pyꞌaraypar
nekiꞌyr
iapoukaaw
opytuneꞌem
mujaaw
pejeporetygiwereꞌem
pejejerowiareꞌem
tejeaꞌaruꞌjaweꞌem
tepoaar
otyweruur
wepyeter
tejoryweꞌem
mosam
jarejemomeꞌur
neaꞌar
pojeupaw
okaturam
remiayuweꞌem
ywyapiukaaw
weapyor
poireꞌem
tejemiayuw
pejejejoryw
pejekuꞌir
janereapyoꞌir
tyweaw
neapyor
weateeꞌem
mepyaaw
moporesakaw
peporogytar
rapyr
ꞌjawewar
jarejesager
pejeaꞌwyreꞌem
ajamuaw
ejeaꞌar
eapygiwer
kuꞌireter
rerowiarareter
jarejopoar
tusir
momoirukaaw
resageayr
wapygiwer
wewuer
panaper
ojemuorypaw
wemiapofer
remimonofetꞌaw
naykaeꞌem
janejarareter
ekor
mogyjeukaaw
jeremireroor
kwarawyruuꞌir
tejekower
peꞌaaw
moporomutarukar
ajarueter
temuorypaw
ajaiwayr
ojereꞌem
natapyꞌỹj
tyarũn
ipojoꞌog
nemianuw
remiapofer
wogakaj
orepytawer
typyuꞌir
epyꞌataꞌwar
jaretywer
resakar
pẽnemiꞌuram
mueateeaw
pejejekatuꞌokaw
juowaj
janeruwareter
mojemogypyygukaaw
irũn
amumer
imanũn
waꞌwyreꞌemareter
jarejeapyor
monoꞌogeꞌem
jereapyor
repyaaw
jarewaw
tejemirekor
pejejeawyryw
wemimuꞌefer
naaer
jarejemirekoeꞌem
jyw
pejeporogytar
pejejesager
aruagoꞌor
ayr
wayr
janepyꞌataꞌwar
aeruag
ruapꞌaw
kaaruweter
temepyaw
esageayr
erowiaar
pejefuakar
apoareꞌem
porogytar
wesag
rerowiaatꞌaw
pejeꞌmer
remireroor
itywereꞌem
oroꞌmer
reapyor
tefuakapaw
pẽneaꞌaruꞌjaweꞌem
pejejeaꞌaruꞌjaw
janereaꞌar
ruruꞌjawaꞌneꞌem
poromuriwer
oroporomukuur
amuꞌer
mueapyoaw
nupeaꞌer
ejesagesager
ruwir
mĩmer
weymaw
kwaapar
ꞌwyriararetereter
uꞌarasigeꞌem
imonoꞌogar
kũimaꞌeeter
jarejekõẽãj
wemiarirũn
ajerew
orojesager
iapisiukareꞌem
jepotaꞌwar
monoawamaꞌer
maꞌeaꞌer
teããpyr
katuaꞌneꞌem
pytuꞌur
weawyrũeꞌem
teporomutar
tejepyriwar
enepyꞌaraypar
opajaj
ojeꞌẽporogũũn
auwanaw
jareꞌakwaaweꞌem
ikaj
rupiaw
tejoryw
ajamanũn
afur
jareporenuwiwereꞌem
otypaw
okwaapaweꞌem
momeꞌuawetaꞌer
pyyrũawetokwaapar
teporokwasiariwer
resakareꞌem
mosĩaw
weateer
tejekwaw
pejejorypaweꞌem
ꞌwareꞌem
esageꞌem
pejejeroor
mogyjaw
majawer
mogoaw
imomeꞌupaweꞌem
iꞌur
teower
jarejeateeꞌem
jeporomutar
wypysigeꞌem
otykur
pejeporomonower
pẽpoiriwer
oꞌmearũeꞌem
maranuar
arajuag
ajuesaw
pejemaraꞌner
omomeꞌur
porokatuꞌogiwer
wakateꞌemeꞌem
ywagipewar
oreporopoariwer
ꞌawauwar
temomeꞌwaw
jeower
tiagor
oreremiꞌuram
piar
jarejakateꞌemeꞌem
tepyꞌaꞌwyr
ekoꞌwogipyr
jatꞌaw
teayr
repyr
tesawaꞌer
ismaeur
perugaw
nuruꞌjaw
nesaw
weaꞌareꞌem
opyꞌapefug
jereateer
pejeagoꞌor
onem
renuweteeꞌem
oporenuwiwereꞌem
pejejekõẽãiwer
ojeteewar
wekõẽãj
ẽm
uẽmaw
maꞌefer
wenũj
jewyreꞌem
jeraityeꞌem
resakaaw
jarejeaꞌaw
poromonower
pejetaꞌwar
teporomomeꞌuwer
janeeꞌaw
omuorypar
naꞌaw
janeapyterãtãn
wapoypyr
ejemiayuw
ikwaawukaaw
wenyr
pejejeawyryweꞌem
pejemogyr
janeporomojopyꞌruwer
omowowog
oroporomutar
porenuwiwer
peor
monoaꞌaw
apoawetaꞌer
pejeꞌakwaaweꞌem
jeporogytawer
orefuewer
mopyꞌataꞌwaaw
ojopoaaw
ejemiꞌuram
pireitaw
omenariwereꞌem
jarejepymĩn
werowiareꞌem
pẽnuwareter
janeremiayuw
pẽneateer
weweg
wayrũn
motaꞌwaar
poriayꞌir
pejetyweꞌem
mateepaaw
pejemogyaw
kũimaꞌer
ꞌwar
remiesag
ipeꞌar
ruag
renuweꞌem
orojekõẽãj
itykurukaripyr
otesirũgatur
wemiarũn
nemiꞌur
wapoarũeꞌem
otywetywer
wenyfugaiwayr
wojer
pejepyꞌaꞌwyr
ꞌareꞌem
pejejerekor
tepyꞌaꞌwypaw
apyakwafug
pẽfuakapaw
oporesag
jeremiayuwareter
jarejayrũn
pejeporojukawereꞌem
efuewepaweꞌem
feraw
tejemirekoeꞌem
wypywyg
oporiar
jareojereꞌem
ateepaweꞌem
akuꞌipaweꞌem
pejejemuesageaw
ojeyyj
iꞌueꞌem
orepytun
imuaw
pejeojereꞌem
moireꞌem
tejukaeꞌem
tejeaꞌareꞌem
neapyower
teꞌarareter
muꞌeawetaꞌer
kũjãmer
poiriwereꞌem
jareꞌakaꞌjãmaiw
rerekor
amueapyoaweꞌem
tejeapyor
iꞌmer
aramaraꞌner
oporenuwaiw
kaaruw
numi
weposipopopaw
efuakar
nemiesag
jepoirũn
enokir
mopikaw
wemimurer
kwapaw
omomeꞌwaw
jukar
ywyapiwer
teewar
waꞌyrayr
pejejuag
tapyꞌỹj
enemogytaaw
eapyor
waem
amuꞌar
teur
otym
yaur
ipojeupaw
weapyoꞌir
oꞌywukur
nemifaj
esaukaaw
resagesager
raꞌyrareter
remimonor
waꞌwyreꞌem
wapesageꞌemeter
otyweꞌem
pejejuemianuw
emyrer
lukar
remiayupꞌaw
oreporenuwiwer
pejemuꞌer
ẽꞌẽn
opyꞌruaweꞌem
iꞌaeꞌem
jejukaeꞌem
jekotyꞌaaw
oroporomutareꞌem
waityr
jeuw
kwaraaꞌer
wopeyj
akuꞌir
iypymotypaw
munaꞌyw
janeporokwaawiwer
ojemiꞌwaaw
janererekwar
naojemuorypaw
ruraꞌneꞌem
eneꞌyuwej
ikokar
akagyrũn
raꞌyryrũũn
jarepyꞌataꞌwar
muekõẽãjaw
pejefuewer
nanuar
osawaꞌer
judeueꞌem
oypytunaiweꞌem
teꞌyuwej
levir
tejesakareꞌem
rekor
teojereꞌem
raperugaw
wypojug
jarejemuorypaw
wemirekowereꞌem
pẽywyrafen
mokwasiꞌwaw
jarejeaꞌareꞌem
pejepyꞌaraypar
pejejemogywer
jeremiayuw
tejeꞌarasig
opojoꞌojoꞌoꞌgir
opoirũn
ꞌwyrianaꞌnĩn
mojenosĩukaaw
pewar
pejejekower
okaaruw
wemirekoeꞌem
jerayrũn
jarareter
pejejeaꞌar
ejeaꞌaruꞌjaweꞌem
imỹinar
amumeꞌrir
jarejeaꞌaaw
upiar
remimuꞌakwaawer
ꞌog
oreower
paruapower
mateepaw
janeremiesag
muarer
poyjeteeter
reroor
pejeporomutar
okwaapar
wenyfug
pepoir
remiayuwareter
aereumer
mukũj
enũinar
jeꞌarasig
oporesagiweraiaiw
neteekunumĩn
oporenuwiwer
manũwer
ꞌuaw
pejeꞌmeꞌem
eporomutar
jareporomutareꞌem
opyꞌaraypar
pejepyꞌataꞌwar
mewar
uꞌakwaaweꞌem
tejeateeꞌem
rerawar
ejuãgeꞌem
wããpyr
ojefutarukaaw
tejuãgeꞌem
ꞌur
jeporomonower
rekokatuaw
ꞌgãwerowiaar
davir
ajaruetepaw
oꞌmeuꞌjaweꞌem
jekatuꞌogeꞌem
moryteeaw
irow
pejejeaꞌaaw
rerowiarukareꞌemaw
jewyruꞌjaw
jarekarakatueꞌem
pejejeapyoeꞌem
pejejueetejekotyꞌaaw
jemuꞌer
jejekotyꞌaaw
moporowykyukaaw
ekoeteꞌem
ꞌjareꞌem
jepeꞌer
imeꞌegipyram
tejear
pejefuewereꞌem
kunumĩũũn
porenuwiwereꞌem
ipyyg
rerowiaarareter
aruapygiwer
jareporokwaawiwer
mĩn
renũj
remimũꞌẽmer
remimonofer
pedror
kwasiꞌoeꞌem
jemogyr
tejewirer
ejemuaẽmiwer
pẽnekiꞌyr
pejejamuꞌjar
jeaꞌwyreꞌem
omoir
sepeteur
opoiriwereꞌem
ijemogyr
ypykokar
pejepotaꞌwar
tywereter
resakeꞌem
etygeꞌem
jatykar
wowowyreꞌem
ẽẽaꞌer
pyꞌataꞌwar
jareꞌarasigeꞌem
kasig
mimaw
renuteear
weawyryw
muꞌjaaw
jeparuesagiwer
wuag
teaꞌwyreꞌem
imonopyram
eneraꞌyr
kũjãmukufer
futaaw
akuꞌem
tejeaꞌar
mapaw
aporiaeꞌem
jarekuꞌir
ꞌjawewataꞌer
jarejuag
jarejeapyoeꞌem
pejejesagesager
pejejeapyokatur
pejeapyar
enemeꞌem
pejejesakaw
pejejewag
ꞌjarekoetear
wopeypeyj
pejeapyterãtãn
opojejukar
iaaran
oroporenuwiwer
ꞌeawetaꞌer
ojepyriwar
ymaner
nikutemur
pejeporokwaawiwereꞌem
pirag
wesagaꞌuweꞌem
otewereter
akurapar
owãiwĩn
opoej
pejejeaꞌaruꞌjaweꞌem
kuꞌiaiw
nekor
orejekotyꞌaaw
eojereꞌem
pejejeaiter
jaꞌwyjaꞌwyur
auꞌjaw
pejejuaykapaweꞌem
janererekwarareter
omopiroꞌysãꞌysag
iporomutareꞌem
iapyr
poretygiwereꞌem
ꞌakwaaweter
ijuw
eroor
mueateeukaaw
imurukaaw
tyweawamaꞌer
akwareꞌem
muꞌer
rerowiareꞌem
ꞌgaaꞌer
wemiayuw
rapesakar
enemaꞌer
apyg
afuakar
futaaꞌaw
oteꞌareteeter
pyriwar
pejeagairan
apouꞌjauꞌjaw
enupaweꞌem
judeureter
muꞌjar
jekuꞌir
wapyterãtãn
enuweꞌem
rekõẽãj
katur
uꞌakwaakwaaw
aeporomutar
warumamaꞌwir
weaiter
nikoraur
ꞌwyriaꞌrir
enũꞌẽn
oropyꞌaꞌwyreꞌem
mueaꞌaaw
remimuꞌer
pejeporenuwiwereꞌem
poaaw
pẽtyweꞌem
manam
mojoꞌokaw
pejeporenuwiwer
oporomuriwer
pireiteꞌem
woryworyw
emoꞌwyr
jarejeapeneꞌem
erajemogyr
wemimũꞌẽmer
eneremiayuw
jarejerekwar
weaꞌaruꞌjaweꞌem
ejoriwer
nekokatur
wemifaj
pãjẽꞌokaw
nemireroor
pejejeꞌegaiweꞌem
nũajamanũn
pejejeꞌeganuweꞌem
opỹijag
imonopyr
etyweꞌem
afuewereter
wẽꞌẽn
pyykarer
fuewer
weawew
wapopen
upeaꞌer
reser
iporetygiwer
arakuraw
pejemanũn
pẽnuag
pẽnemianuw
rayrũn
renupareꞌem
ꞌauwar
jarejeweg
mopen
apopyrer
pẽnemiekar
janejar
mojemiꞌwaaw
jareꞌarasig
juapyretaꞌer
taꞌwar
pejepoyjeꞌem
jeruag
piryyj
oteur
iꞌakwaaweꞌem
iwaẽmeꞌem
rerekwar
nojonupãar
janeporenuwiwereꞌem
janeresager
onemeꞌem
mogyaw
omomeꞌwar
iosom
oporokatuꞌogiwer
ipojeuwipyr
tejenũj
wesakaw
uꞌarasig
iapisipyr
wewiaw
rerowiarukaaw
pojoꞌog
jeapor
pẽꞌmer
ꞌgãaꞌer
awiaꞌer
janereapyopaw
imanũeꞌem
jaꞌwyjaꞌwyr
pirewar
tetyweꞌem
opyꞌaraypareꞌem
mafuꞌamar
oreremireroor
nakũimaꞌer
tejekatuꞌokaw
wear
sĩamĩawetkuꞌem
aeporokwaawiwer
aipor
ikwawiwer
jarefaem
wemiꞌurameꞌem
simãor
ruawamaꞌer
juapyrer
yseꞌir
nekõẽãj
iporowykyr
woryw
pejejejagaw
majatykar
pejejeꞌar
jeirũn
jeremianuw
temomeꞌwar
worypaw
isinig
tyr
wemimonoram
pyapaaw
auꞌjeter
ipoireꞌem
jeroꞌor
poiriwer
kwer
sinig
pẽnekwaw
tewaw
ipiar
jarepireitaw
pymĩn
oporomukur
pẽnemienuw
teꞌarasig
pẽneaꞌar
amaraꞌneꞌem
eneraityeꞌem
oporomakuꞌiwer
wopopen
ijar
jeꞌyuwej
imowuwur
pejejoryw
pejeporesag
ojeꞌwyrareter
jeporoꞌuwer
peporowykyr
pejejesaw
kunumĩakyr
iapoaw
kũimaꞌefer
ojeꞌegawarũn
ajamuer
naper
maꞌeram
imoir
oporerekoaywereter
aꞌgwaw
kuꞌir
janeeaꞌer
ojeꞌegawarũmeꞌem
oroporojukawer
otywereter
ꞌmer
pyykar
mogoar
ifutareꞌem
temaraꞌner
pejejeapyower
afuewereꞌem
teporomomeꞌukatuwer
ꞌaraiw
kũimaꞌeeteeter
enererekwar
janereaꞌaaw
opyamur
taꞌyreꞌem
oretywer
pyꞌapykaw
opyꞌataꞌwar
remimũꞌẽn
ojoporomutaaw
pytuꞌwaw
amuteer
wapyakwafugeꞌem
poromukur
orojoryw
moporowykyaukaaw
jemuaẽmeꞌem
waꞌyreꞌem
mueupaweꞌem
ꞌwyriarareter
imureꞌem
eywyr
akuꞌiaiw
jareparuapowereꞌem
ower
nywyr
otesirũgatueꞌem
wemimuꞌer
opiryyj
ekuꞌir
oreꞌwyriarareter
tejenyr
jareparuerowiariwer
nenũꞌjãw
oroꞌyr
wayreter
afukaj
pejeporopyygiwer
jemaꞌer
nayrũn
imuakỹmar
temur
oorarefer
katuar
oreroryw
iaꞌwyreꞌem
reeꞌaw
wekower
jemogytaaw
iꞌwyriar
juãn
poitaw
wog
tejemimuꞌer
ipewar
pejejeateeaꞌneꞌem
okuraw
remiꞌuram
jemogypyyg
remiayuwaretemaꞌer
ojeꞌegaiw
waw
jareapyterãtãn
iꞌarasig
ijawaiw
okaturãturam
ajuetykaw
teꞌakwaaweꞌem
omeneꞌem
monoawetwemimuꞌer
neteekũjãmer
pejeporiaeꞌem
tywerukaaw
okaraemãeꞌem
opoyjeꞌem
wayeꞌem
katuareꞌem
imomeꞌur
oreremianuw
maapaw
ojeꞌariwer
janejemogypyyg
jerekõẽãj
remikatuꞌoger
jarejeaꞌgwaw
poromuorywiwer
wemiayuwareter
pejeporopoariwer
imojewagipyrer
ywyapir
jeꞌeꞌem
yyw
poromuꞌakwaawiwer
jaremanũwereꞌem
jarejeateer
ꞌwaw
ojeaꞌgwaw
ipyaur
neroor
resakarer
pejepoareꞌem
weaꞌar
romanũn
otaꞌuweꞌem
anuw
oporokwaawiwereꞌem
jarejaem
omogerukareꞌem
opokutug
imojewakaw
mepypaw
pẽneateeꞌem
ijukapyr
uwayr
rarũar
imonoareꞌem
ꞌymuaw
oporomomeꞌuwer
waparasigayr
ojemuesageaw
pojyr
imonor
teꞌyuwejuꞌjaweꞌem
wyjapeteg
jarejeaꞌar
muakỹmaw
waewaem
waꞌyrareter
afuewer
afuakareꞌem
peꞌar
okawur
opyꞌaꞌwyr
aꞌeꞌjaꞌwir
epytun
jepeꞌar
remiarũn
raaran
ojewyaw
tejeꞌeganuweꞌem
kuraw
jemomeꞌur
pejejemimunew
pejeꞌakwaaw
imogytar
renyr
opifuakar
ojeꞌẽkaꞌjam
pejejeateer
tepyꞌataꞌwar
muꞌjaw
jejuj
mueapyoukaaw
kwaapaw
oseaw
apoukaaw
pejejekiꞌyr
tur
ujareꞌem
pejatykar
enejeꞌeg
wapefur
peꞌjeꞌem
enũj
oreruwareter
pejejeaꞌaw
werekor
ruaw
pejepyꞌaꞌwyreꞌem
tefuakapawaiw
jeporokwaawiwer
pejejemuꞌewer
wemirekor
moiawareter
ypywotypaw
pejejorypaw
roryw
oporokwaawiwer
pejejemotaꞌwaaw
pigeꞌem
orekuꞌir
pãwẽn
noryw
oꞌywuu
orojesage
oreremireroo
janepoiriwe
pojy
momeꞌuawetaꞌe
pejeporenuwiwe
jarepotaꞌwa
jejekotyꞌaawarete
imoꞌwyꞌwy
oreporomuta
kuꞌi
jareꞌme
manũwe
ejemuaẽmiwe
pyykare
pẽnekiꞌyrarete
warumamaꞌwi
pẽnerekwa
teagoꞌo
pejekuꞌi
tejewire
ꞌjawewataꞌe
omai
jemaꞌe
mafuꞌama
wapoypy
osawaꞌe
oroꞌy
kũimaꞌefe
waꞌyrarete
iꞌe
ekoꞌwogipy
tejemuaẽmetee
oreowe
maꞌefe
jereapyo
enererekwa
ojeꞌẽmaꞌe
nemireroo
wemyre
oorarefe
ꞌawauwa
fariseu
rewire
paulo
ojukyryay
panape
janeresagesage
etaꞌwa
erajemogy
oreporopoariwe
isaki
wapesageꞌemete
tejaꞌy
ypykoka
uway
oꞌywuku
pejemamaꞌeꞌi
wyneegatugatu
jemuꞌe
aereume
kusa
iporowyky
amoi
nesage
ikwawiwe
tejeaꞌa
iamoi
porenuwiwe
luka
simão
resagete
oreꞌme
pyꞌataꞌwa
remipyyrũme
teããpy
neaꞌa
kumi
pejatyka
neaꞌe
enekarua
mewa
otyweꞌeꞌmi
janeresage
peporogyta
oporomuku
tekuꞌi
teporopoariwe
tupaaꞌmywarete
oporesagiwe
oporerekoaywerete
jararete
pepoi
oteꞌareteete
nupeaꞌe
iporetygiwe
esageay
janeporomuta
jereaꞌa
janererekwararete
ꞌjarekoetea
tejekowe
ꞌwyriarareterete
ejaꞌy
aramue
oꞌme
iapisipy
jarejopoa
werowiaa
temaraꞌne
eneruwarete
janekuꞌi
janepyꞌataꞌwa
janefuaka
pejejemirekowe
oporia
jarepojejuka
kwarawyruuꞌi
majawe
ijemogy
jarejeapyo
pejefuewe
pejeparuapowe
opyꞌaraypa
aeporokwaawiwe
pejemue
ꞌwyriararete
ymãware
tejaꞌyrarete
oporomoteꞌariwe
tyweawetaꞌe
pyriwa
uꞌarasigetete
makuꞌiuaꞌe
rerowiaraipa
pypewa
teay
teporokwasiariwe
ajaruete
jareparuerowiariwe
ruawamaꞌe
eporomuta
taꞌyria
ywyapiwe
jemomeꞌu
jeparuesagiwe
kyje
iporomateepawiwe
oroporenuwiwe
iapypy
filipe
ikyꞌauu
janeruwarete
ejesagesage
oroporojukawe
otyweruu
yꞌway
afuaka
pejepyꞌataꞌwa
imonoꞌoga
pẽꞌwyriararete
